sentence,frequency,ratio,cumul_ratio
kendimi o şekilde hayal etmeye,4,0.02378262679112908,44.43189250252803
gerçekten bilemiyorum efendim,4,0.02378262679112908,44.45567512931916
ne dersiniz,4,0.02378262679112908,44.47945775611029
akşam karanlığında atlamanıza yetecek kadar açıklık var,4,0.02378262679112908,44.503240382901424
paraşüt eğitimi almış mıydınız,4,0.02378262679112908,44.527023009692556
tuhaf ama hiç başıma gelmemişti,4,0.02378262679112908,44.55080563648369
şey o bir kanadalı,4,0.02378262679112908,44.57458826327482
şey o halde,4,0.02378262679112908,44.59837089006595
haklı,4,0.02378262679112908,44.62215351685708
utica kid,4,0.02378262679112908,44.645936143648214
ona atlama tatbikatı ayarlansın,4,0.02378262679112908,44.669718770439346
hemen gidip bakayım,4,0.02378262679112908,44.69350139723048
pekala chapman gidebilirsin,4,0.02378262679112908,44.71728402402161
hava kokusu almaya hazır mısın,4,0.02378262679112908,44.74106665081274
bu da ekibimizin uluslararası oluşumuna uyuyor,4,0.02378262679112908,44.76484927760387
görüşün nedir shears,4,0.02378262679112908,44.788631904395004
ne kadar önemli biri olduğunu anlamıyorsun,4,0.02378262679112908,44.812414531186135
öldürmenin bir suç olmadığını kendime anlatmakta güçlük çekiyorum galiba,4,0.02378262679112908,44.83619715797727
hepsinin öldüğünden emin ol,4,0.02378262679112908,44.8599797847684
bu soruyu kendime sormuştum,4,0.02378262679112908,44.88376241155953
beni oldukça endişelendiriyordu,4,0.02378262679112908,44.90754503835066
peki cevabın neydi,4,0.02378262679112908,44.931327665141794
harika bir iş,4,0.02378262679112908,44.955110291932925
oh elbette,4,0.02378262679112908,44.97889291872406
saçmalık bu,4,0.02378262679112908,45.00267554551519
çoğu yaraları tamamen iyileşmeyecek,4,0.02378262679112908,45.02645817230632
yani elimizdeki kadınları kullanacağız,4,0.02378262679112908,45.05024079909745
elimizdeki kadınlar,4,0.02378262679112908,45.07402342588858
nereye gidiyorsun sevgilim,4,0.02378262679112908,45.097806052679715
becerebilirler,4,0.02378262679112908,45.12158867947085
tamamen formda olmayabilirler ama yine de yararları dokunabilir,4,0.02378262679112908,45.14537130626198
kurallar mı,4,0.02378262679112908,45.16915393305311
hafif işler mi,4,0.02378262679112908,45.19293655984424
chapman ne olacak,4,0.02378262679112908,45.21671918663537
ya şu adam kolu enfeksiyonlu,4,0.02378262679112908,45.26428444021764
japonlardan nefret ediyor,4,0.02378262679112908,45.28806706700877
düşünüyordum da sen yainin dilini biliyorsun,4,0.02378262679112908,45.3118496937999
bense bilmiyorum,4,0.02378262679112908,45.33563232059103
bu ekip için neden çok gerekli olduğumu söyleyebilir misiniz,4,0.02378262679112908,45.383197574173295
saçma konuşma clipton,4,0.02378262679112908,45.406980200964426
onu gerçekten çalıştırmayı mı düşünüyorsunuz,4,0.02378262679112908,45.43076282775556
ne hissettiğini anlıyorum ama her zaman beklenmedik şeyler çıkabilir,4,0.02378262679112908,45.45454545454669
hayd i gidelim,4,0.02378262679112908,45.47832808133782
bütün adamlarını almışlar,4,0.02378262679112908,45.525893334920084
kim rehberlik yapacak,4,0.02378262679112908,45.549675961711216
tren için değer,4,0.02378262679112908,45.57345858850235
çok ciddiyim,4,0.02378262679112908,45.59724121529348
bu çok utanç verici,4,0.02378262679112908,45.62102384208461
ben sizin mensubunuz değilim,4,0.02378262679112908,45.64480646887574
aslına bakarsanız albay green bu meseleyi sizinkilerle görüştü,4,0.02378262679112908,45.668589095666874
ben sadece sıradan bir temizlikçiyim 2 sınıf,4,0.02378262679112908,45.692371722458006
bizimkilerle mi,4,0.02378262679112908,45.71615434924914
donanmanız sizi bize devretti,4,0.02378262679112908,45.73993697604027
korkarım yaptılar bile,4,0.02378262679112908,45.7637196028314
size nasıl söyleyeceğimi bilmiyordum,4,0.02378262679112908,45.78750222962253
bunu bana yapamazlar,4,0.02378262679112908,45.811284856413664
donanmam bir hata yapmış,4,0.02378262679112908,45.835067483204796
yai diyor ki kwaiye senin yolundan gidemeyiz,4,0.02378262679112908,45.85885010999593
ben donanma kumandanı değilim,4,0.02378262679112908,45.88263273678706
bir subay bile değilim,4,0.02378262679112908,45.90641536357819
bunların hepsi yalan,4,0.02378262679112908,45.93019799036932
soğukkanlılıkla kullanabilir misin,4,0.02378262679112908,45.953980617160454
düşünüyordum da,4,0.02378262679112908,45.977763243951586
ağaçların arasında,4,0.02378262679112908,46.00154587074272
bu gece biraz daha kesebilirsem kurtarabilirim,4,0.02378262679112908,46.02532849753385
süslemeler ve son rötuşlar gibi,4,0.02378262679112908,46.04911112432498
kinin,4,0.02378262679112908,46.07289375111611
üç atlayışta ise ölüm ihtimali kesin gibiymiş,4,0.02378262679112908,46.096676377907244
iki atlayışta 80,4,0.02378262679112908,46.120459004698375
joyce,4,0.02378262679112908,46.14424163148951
bu bizim işimiz,4,0.02378262679112908,46.16802425828064
efendim çok üzücü,4,0.02378262679112908,46.19180688507177
zaman açısından tatbiki atlayışların değmeyeceğini söylüyorlar,4,0.02378262679112908,46.2155895118629
çok tatlısın,4,0.02378262679112908,46.23937213865403
işini seve seve yap,4,0.02378262679112908,46.263154765445165
denerim efendim,4,0.02378262679112908,46.2869373922363
kımıldamamanı söylüyor,4,0.02378262679112908,46.31072001902743
üç trenin geçişiyle eşzamanlı patlatma,4,0.02378262679112908,46.33450264581856
dört iyi avlar,4,0.02378262679112908,46.35828527260969
kendi elimizdekilerle yetinmek zorundayız,4,0.02378262679112908,46.38206789940082
iyi eğlenceler hepsi bu kadar,4,0.02378262679112908,46.405850526191955
bunu tavsiye etmem,4,0.02378262679112908,46.42963315298309
neden saitodan adam istemiyorsunuz,4,0.02378262679112908,46.45341577977422
durumu onlara açıkladım ve gönüllü oldular ama bu da yetmiyor,4,0.02378262679112908,46.47719840656535
subaylar çalışacaklar mı,4,0.02378262679112908,46.50098103335648
bir tren ve bir köprü,4,0.02378262679112908,46.52476366014761
hava çok soğuk,4,0.02378262679112908,46.548546286938745
subaylardan yardım istedim ama bu da yeterli değil,4,0.02378262679112908,46.572328913729876
canım,4,0.02378262679112908,46.59611154052101
oraya zamanında varabilir miyiz efendim,4,0.02378262679112908,46.61989416731214
yai ikiüç gün uzaklıkta olduğumuzu söylüyor,4,0.02378262679112908,46.64367679410327
rahat baker,4,0.02378262679112908,46.6674594208944
o,4,0.02378262679112908,46.691242047685535
ilginç bir hikaye,4,0.02378262679112908,46.715024674476666
japonlar onu yakalamadan önce daha pek çok iş başardı,4,0.02378262679112908,46.7388073012678
içinizden biri yaralanırsa onu bırakmak zorundasınız,4,0.02378262679112908,46.76258992805893
kolay işler,4,0.02378262679112908,46.78637255485006
amacımıza ulaşmak başta gelmeli,4,0.02378262679112908,46.81015518164119
gerçek görüşümü duymak ister misiniz,4,0.02378262679112908,46.833937808432324
onların önünde söylemek istemedim,4,0.02378262679112908,46.857720435223456
siz ne derseniz efendim,4,0.02378262679112908,46.88150306201459
anlıyorum devam et,4,0.02378262679112908,46.90528568880572
seninle çok mutlu olmalı,4,0.02378262679112908,46.92906831559685
chapman idare eder,4,0.02378262679112908,46.95285094238798
değil mi,4,0.02378262679112908,46.976633569179114
çok soğukkanlı biri,4,0.02378262679112908,47.000416195970246
o da idare eder,4,0.02378262679112908,47.02419882276138
tek bir atlayışta yaralanma ihtimali 50 imiş,4,0.02378262679112908,47.04798144955251
ama wardenı bilemiyorum,4,0.02378262679112908,47.07176407634364
cambridgede öğretmenlik vesaire,4,0.02378262679112908,47.09554670313477
bir çocuğun çatapatlarla oynaması gibi patlayıcalra oynamak bir yana,4,0.02378262679112908,47.119329329925904
tecrübesiz biri değil biliyorsunuz,4,0.02378262679112908,47.143111956717036
köprüde hafif işler yapacak kadar kendini güçlü hissediyor musun,4,0.02378262679112908,47.16689458350817
singapur çöktüğü zaman o geride kalarak iki köprü patlattı,4,0.02378262679112908,47.1906772102993
rica ederim efendim,4,0.02378262679112908,47.21445983709043
bunu chapmana anlat,4,0.02378262679112908,47.23824246388156
ne düşünüyor,4,0.02378262679112908,47.262025090672694
yaralandınız mı efendim,4,0.02378262679112908,47.285807717463825
patlayıcılar ve öhapları birbirini iyi tamamlar,4,0.02378262679112908,47.30959034425496
ya öyle ya böyle,4,0.02378262679112908,47.33337297104609
ya köprüyü yok et ya da kendini,4,0.02378262679112908,47.35715559783722
bu savaş sadece bir oyun,4,0.02378262679112908,47.38093822462835
şubat,4,0.02378262679112908,47.40472085141948
evet ama nereye kadar ve ne hızda,4,0.02378262679112908,47.428503478210615
önemli olan da bu,4,0.02378262679112908,47.45228610500175
ömrüm boyunca,4,0.02378262679112908,47.47606873179288
shears bizim yakamızda joyceu koruyabilmen için bir yer belirle,4,0.02378262679112908,47.49985135858401
kahramanlık tavırlarından bıktım,4,0.02378262679112908,47.54741661216627
belki trene bile birkaç atış yapabilirim,4,0.02378262679112908,47.59498186574854
herşey açık mı,4,0.02378262679112908,47.61876449253967
sorusu olan,4,0.02378262679112908,47.6425471193308
pekala hava kararır kararmaz başlayacaksınız,4,0.02378262679112908,47.66632974612193
evet evet,4,0.02378262679112908,47.713894999704195
yai sana yardım için 3 kadın verecek,4,0.02378262679112908,47.737677626495326
birisi burada benimle kalacak,4,0.02378262679112908,47.76146025328646
ölüm kokusunu bela gibi üzerinde taşıyorsun,4,0.02378262679112908,47.78524288007759
bu emre itaat etmeyeceğim,4,0.02378262679112908,47.80902550686872
biliyorsun ayağım böyle olmasaydı joyceun görevini ben üstlenirdim,4,0.02378262679112908,47.83280813365985
yürümeye devam edersen kanamadan öleceksin,4,0.02378262679112908,47.856590760450985
o şartlarda böyle bir iş yapmaya zorlandığınızı düşünsenize,4,0.02378262679112908,47.880373387242116
dizleri üstüne çökmüş bir ingiliz subayını çalıştırıyorlar,4,0.02378262679112908,47.90415601403325
japonlar da bundan keyif alıyor gibiler,4,0.02378262679112908,47.92793864082438
burada olduğumuzu bilse morali yerine gelirdi,4,0.02378262679112908,47.95172126761551
bunu denemeden önce bilemeyiz değil mi,4,0.02378262679112908,47.97550389440664
yiğitlik için çıldırıyorsunuz,4,0.02378262679112908,47.999286521197774
sen ve şu albay nicholson,4,0.02378262679112908,48.023069147988906
bunlar kalachtan mı,4,0.02378262679112908,48.04685177478004
hepimizin ihtiyacı var,4,0.02378262679112908,48.07063440157117
belki de altı,4,0.02378262679112908,48.0944170283623
kumanda artık sende shears,4,0.02378262679112908,48.11819965515343
karanlık basınca köprünün planını inceleyemezsiniz,4,0.02378262679112908,48.141982281944564
gün batımından önce orada olmalısınız,4,0.02378262679112908,48.165764908735696
yerimde sen olsaydın seni tereddütsüz bırakırdım bunu biliyorsun,4,0.02378262679112908,48.21333016231796
o bilmez ama ben biliyorum,4,0.02378262679112908,48.23711278910909
kurallar söz konusuysa öz anneni bile burada bırakırdın,4,0.02378262679112908,48.26089541590022
bensiz devam edeceksiniz,4,0.02378262679112908,48.284678042691354
hızlı adımlarla daha beş saatlik yolumuz var,4,0.02378262679112908,48.308460669482486
bu bir emirdir,4,0.02378262679112908,48.33224329627362
pekala haydi bakalım,4,0.02378262679112908,48.35602592306475
sence başarabilecek mi,4,0.02378262679112908,48.37980854985588
bir gün sonra gitseydi ne fark ederdi,4,0.02378262679112908,48.40359117664701
irina ile mark nerede,4,0.02378262679112908,48.427373803438144
köprü havaya uçtuğunda orada olan her kimse geri yüzmesi gerekecek,4,0.02378262679112908,48.451156430229275
keyifli bir yüzüş olmayacak,4,0.02378262679112908,48.47493905702041
efendim sınıftaki en iyi yüzücü bendim,4,0.02378262679112908,48.49872168381154
bendim ne olmuş,4,0.02378262679112908,48.52250431060267
lütfen dikkat,4,0.02378262679112908,48.5462869373938
şimdi yapmalısın,4,0.02378262679112908,48.570069564184934
çiçekler,4,0.02378262679112908,48.593852190976065
fark etmez,4,0.02378262679112908,48.6176348177672
kahve şarap,4,0.02378262679112908,48.64141744455833
saklambaç mı oynuyoruz,4,0.02378262679112908,48.66520007134946
savaş,4,0.02378262679112908,48.68898269814059
neyiz biz çocuk mu,4,0.02378262679112908,48.71276532493172
savaş sona erdi,4,0.02378262679112908,48.736547951722855
her şey olabilir,4,0.02378262679112908,48.76033057851399
aşırı yorulmamaları için 15 m,4,0.02378262679112908,48.78411320530512
büyükanne bana bir iyilik yap,4,0.02378262679112908,48.80789583209625
onları mühendis kuzmine ver,4,0.02378262679112908,48.83167845888738
daha değil,4,0.02378262679112908,48.85546108567851
neden kimseye söylemedin,4,0.02378262679112908,48.879243712469645
nehrin ters yönünde ama uygun uzaklıktaki tek saklanılabilecek yer,4,0.02378262679112908,48.92680896605191
kilit mevkimiz orası,4,0.02378262679112908,48.95059159284304
sen durursan biz de dururuz,4,0.02378262679112908,48.97437421963417
el ile yapmak zorunda kalacağız,4,0.02378262679112908,48.9981568464253
benim yapmamı ister misin,4,0.02378262679112908,49.021939473216435
işsizlik içinde bölünmemizi mi tercih ediyorsun,4,0.02378262679112908,49.045722100007566
elimde olsa seni burada topun başında bırakırdım,4,0.02378262679112908,49.0695047267987
iş bittiğinde umarım sağlık raporunu alırsın zorlanmadan,4,0.02378262679112908,49.09328735358983
tam senin işin o halde,4,0.02378262679112908,49.11706998038096
yüzeysel birşey,4,0.02378262679112908,49.14085260717209
tren işi olmasaydı saatli bomba koyup uzaklaşabilirdik,4,0.02378262679112908,49.164635233963224
çatlak bir kemik olabilir ama kırık değil,4,0.02378262679112908,49.188417860754356
yarın kaçta geçeceğini bilmediğimize göre el ile yapmak zorunda kalacağız,4,0.02378262679112908,49.21220048754549
sorun nerede saklayacağımızda,4,0.02378262679112908,49.23598311433662
evet efendim görüyorum,4,0.02378262679112908,49.25976574112775
yukarıda kimse var mı,4,0.02378262679112908,49.28354836791888
ha,4,0.02378262679112908,49.307330994710014
nehrin bulunduğumuz yakası belli ki japonlar tarafından kullanılıyor,4,0.02378262679112908,49.331113621501146
yürüyebilirim,4,0.02378262679112908,49.35489624829228
oh kapa çeneni,4,0.02378262679112908,49.37867887508341
hemen fark ederler,4,0.02378262679112908,49.40246150187454
benim hatam efendim,4,0.02378262679112908,49.42624412866567
şu düşmüş ağaç gövdelerini görüyor musun,4,0.02378262679112908,49.450026755456804
ve hemen altlarındaki gri kayayı,4,0.02378262679112908,49.473809382247936
aşağıdaki şu zavallılara,4,0.02378262679112908,49.49759200903907
düşmanın genelde gelişigüzel yaptığı köprülerden değil,4,0.02378262679112908,49.5213746358302
ne kadar sağlam ve ne kadar iyi tasarlanmış bir yapım,4,0.02378262679112908,49.54515726262133
sakıncası yoksa yukarıdaki tepeden bakacağım,4,0.02378262679112908,49.56893988941246
bu kadar güzel olacağını tahmin etmiyordum,4,0.02378262679112908,49.592722516203594
başka şey istemezdim,4,0.02378262679112908,49.616505142994725
yapabilirdim,4,0.02378262679112908,49.64028776978586
severdik birbirimizi,4,0.02378262679112908,49.66407039657699
kablo görünüyor,4,0.02378262679112908,49.71163565015925
patlayıcılar,4,0.02378262679112908,49.735418276950384
treni bekleme,4,0.02378262679112908,49.759200903741515
şimdi yap,4,0.02378262679112908,49.78298353053265
köprüden daha iyi görürsün,4,0.02378262679112908,49.80676615732378
evet harika bir eser,4,0.02378262679112908,49.83054878411491
açıklaması zor efendim,4,0.02378262679112908,49.85433141090604
bir parçası olmamayı tercih ederim,4,0.02378262679112908,49.87811403769717
nasıl istersen,4,0.02378262679112908,49.901896664488305
gerçekten seni bazen hiç anlayamıyorum,4,0.02378262679112908,49.92567929127944
gece nehir alçalmış,4,0.02378262679112908,49.94946191807057
her zamanki gibi,4,0.02378262679112908,49.9732445448617
albay tuhaf birşeyler oluyor,4,0.02378262679112908,49.99702717165283
tren varmadan önce etrafa bir baksak iyi olacak,4,0.02378262679112908,50.02080979844396
açıklamak istemez misin,4,0.02378262679112908,50.044592425235095
buna hazırdım,4,0.02378262679112908,50.06837505202623
yarın hizmetimin 28 yılını doldurmuş olacağım,4,0.02378262679112908,50.09215767881736
teşekkürler binbaşı,4,0.02378262679112908,50.11594030560849
beni burada bırakacaksınız,4,0.02378262679112908,50.13972293239962
özellikle diğer insanların kariyerleriyle karşılaştırırsak,4,0.02378262679112908,50.16350555919075
olsaydın tek kız,4,0.02378262679112908,50.211070812773016
dünyadaki,4,0.02378262679112908,50.23485343956415
çocuklar bir tür eğlence hazırlıyorlar,4,0.02378262679112908,50.25863606635528
ve sen de tek erkek,4,0.02378262679112908,50.28241869314641
ama bu gece,4,0.02378262679112908,50.329983946728674
bu gece,4,0.02378262679112908,50.353766573519806
ama bazen,4,0.02378262679112908,50.37754920031094
barışta ve savaşta 28 yıl,4,0.02378262679112908,50.40133182710207
hayatının tümü neyi temsil ediyor,4,0.02378262679112908,50.4251144538932
kendine şunu soruyorsun,4,0.02378262679112908,50.44889708068433
ve düşünüyorsun,4,0.02378262679112908,50.472679707475464
birdenbire farkına varıyorsun ki sona başlangıçtan daha yakınsın,4,0.02378262679112908,50.496462334266596
bugünkü hayattan,4,0.02378262679112908,50.52024496105773
başka türlü olsun istemezdim,4,0.02378262679112908,50.54402758784886
hindistanı sevdim,4,0.02378262679112908,50.56781021463999
yine de iyi bir hayatım oldu,4,0.02378262679112908,50.59159284143112
paçayı kurtaracak,4,0.02378262679112908,50.615375468222254
çıldırmış bu adam onu tam oraya götürüyor,4,0.02378262679112908,50.639158095013386
kendi adamımız,4,0.02378262679112908,50.66294072180452
haklıymışım,4,0.02378262679112908,50.68672334859565
haydi bakalım,4,0.02378262679112908,50.73428860217791
herşeyi aldın mı,4,0.02378262679112908,50.758071228969044
bitki sapı cephane çıkın matara bıçak,4,0.02378262679112908,50.781853855760176
ben nehrin tam karşısında olacağım,4,0.02378262679112908,50.80563648255131
profesör her zaman yapılacak birşey daha vardır der,4,0.02378262679112908,50.82941910934244
birinci sınıf bir iş,4,0.02378262679112908,50.85320173613357
sanırım,4,0.02378262679112908,50.8769843629247
evet çok güzel,4,0.02378262679112908,50.900766989715834
ne yapıyorsunuz,4,0.02378262679112908,50.924549616506965
birşeyler dönüyor,4,0.02378262679112908,50.97211487008923
gideceksek beraber gideceğiz,4,0.02378262679112908,50.99589749688036
mola için emir vermedim,4,0.02378262679112908,51.01968012367149
sevgili yai,4,0.02378262679112908,51.04346275046262
tamam haydi,4,0.02378262679112908,51.067245377253755
daha yaklaşalım,4,0.02378262679112908,51.09102800404489
seni getirdiğimize hala üzgün müsün,4,0.02378262679112908,51.11481063083602
daha iyi misin,4,0.02378262679112908,51.13859325762715
kumanda yine sende biliyorsun,4,0.02378262679112908,51.16237588441828
doldur,4,0.02378262679112908,51.18615851120941
krala,4,0.02378262679112908,51.209941138000545
sizi tebrik ediyorum,4,0.02378262679112908,51.23372376479168
dahası da var,4,0.02378262679112908,51.25750639158281
şerefinizle ayakta kaldınız,4,0.02378262679112908,51.28128901837394
ne istiyorsun vorobyov,4,0.02378262679112908,51.30507164516507
yapmalısın evlat,4,0.02378262679112908,51.3288542719562
sesini biraz açar mısın lütfen,4,0.02378262679112908,51.352636898747335
nehir alçalmış,4,0.02378262679112908,51.376419525538466
sana uzun ve mutlu bir hayat dilemekten başka,4,0.02378262679112908,51.4002021523296
catherine demiştin zaten,4,0.02378262679112908,51.42398477912073
ne olabileceği aklıma gelmiyor,4,0.02378262679112908,51.44776740591186
ikimize özel bir cennet bahçesi,4,0.02378262679112908,51.47155003270299
eminim hepimiz adına söyleyebilirim ki bu çok keyifli bir akşamdı,4,0.02378262679112908,51.495332659494125
çoğunuz yarın yeni bir kampa ve yeni bir inşaata gideceksiniz,4,0.02378262679112908,51.519115286285256
ne yazık ki köprünün ilk tatbiki kullanımını göremeyeceksiniz,4,0.02378262679112908,51.54289791307639
onu gördün mü,4,0.02378262679112908,51.59046316665865
artık işinizin bittiğine göre umarım üzülüyorsunuzdur,4,0.02378262679112908,51.638028420240914
bunu anlayabiliyorum,4,0.02378262679112908,51.661811047032046
çok doğal bir tepki,4,0.02378262679112908,51.68559367382318
yaptıklarınız vatandaşlarımıza askerimize ve sivillere örnek olmalıdır ve olacaktır,4,0.02378262679112908,51.73315892740544
sevgili anneler babalar kardeşler,4,0.02378262679112908,51.75694155419657
ne çalmamı istersin,4,0.02378262679112908,51.780724180987704
geç kalma,4,0.02378262679112908,51.804506807778836
ingiliz subayı,4,0.02378262679112908,51.82828943456997
şimdi anladım köprü mayınlanmış,4,0.02378262679112908,51.8520720613611
bir kadın yüzünden,4,0.02378262679112908,51.87585468815223
aferin evlat,4,0.02378262679112908,51.89963731494336
hemen doktoru çağırın,4,0.02378262679112908,51.923419941734494
ukrayna cephesinden,4,0.02378262679112908,51.947202568525626
paliukaitis,4,0.02378262679112908,51.97098519531676
lebedeva,4,0.02378262679112908,51.99476782210789
üzgünüm sana bir şey yok,4,0.02378262679112908,52.01855044889902
çocuklar başhekim geliyor,4,0.02378262679112908,52.04233307569015
köprüyü uçurmak için buradayım,4,0.02378262679112908,52.066115702481284
bıçağınız var mı,4,0.02378262679112908,52.089898329272415
ingiliz komandosu emri,4,0.02378262679112908,52.11368095606355
hayır ben,4,0.02378262679112908,52.13746358285468
tekrar düşün,4,0.02378262679112908,52.16124620964581
biz,4,0.02378262679112908,52.18502883643694
disiplin,4,0.02378262679112908,52.20881146322807
senin borisin,4,0.02378262679112908,52.232594090019205
tehlike geçti,4,0.02378262679112908,52.25637671681034
metroya gidelim,4,0.02378262679112908,52.28015934360147
yapılacak tek şey buydu,4,0.02378262679112908,52.3039419703926
lütfen sakin ol,4,0.02378262679112908,52.32772459718373
iyileşmenin tek yolu bu,4,0.02378262679112908,52.35150722397486
fabrika mı,4,0.02378262679112908,52.375289850765995
annemi istiyorum,4,0.02378262679112908,52.39907247755713
mantıklı bir hikaye,4,0.02378262679112908,52.42285510434826
bunu senin için saklıyordum,4,0.02378262679112908,52.44663773113939
ağlama artık,4,0.02378262679112908,52.47042035793052
böyle olmuyor,4,0.02378262679112908,52.49420298472165
bana tutun,4,0.02378262679112908,52.517985611512785
yaralandın mı,4,0.02378262679112908,52.541768238303916
beni duyabiliyor musun,4,0.02378262679112908,52.56555086509505
whitey,4,0.02378262679112908,52.58933349188618
müzisyen sağır mısın,4,0.02378262679112908,52.61311611867731
biraz sosis kalmıştı,4,0.02378262679112908,52.63689874546844
her şeyi kaybettim,4,0.02378262679112908,52.660681372259575
kaba çocuk,4,0.02378262679112908,52.684463999050706
sonra vedalaşırız,4,0.02378262679112908,52.70824662584184
zavallı rusya ana,4,0.02378262679112908,52.73202925263297
bıçakları kullanın yoksa birbirimizi vurabiliriz,4,0.02378262679112908,52.7558118794241
affedersin,4,0.02378262679112908,52.77959450621523
görevliyim,4,0.02378262679112908,52.803377133006364
unutmak istemiyorum,4,0.02378262679112908,52.827159759797496
unutmak insanın doğasında var,4,0.02378262679112908,52.85094238658863
istemiyorum,4,0.02378262679112908,52.87472501337976
o da mı askere alındı,4,0.02378262679112908,52.89850764017089
borise söz verdim,4,0.02378262679112908,52.92229026696202
biraz dinlenelim,4,0.02378262679112908,52.946072893753154
volodya gerçekten evli misin,4,0.02378262679112908,52.969855520544286
şunu tutar mısın sachkov,4,0.02378262679112908,52.99363814733542
istemiyor musun,4,0.02378262679112908,53.01742077412655
o ise ne,4,0.02378262679112908,53.04120340091768
öldür onu joyce,4,0.02378262679112908,53.06498602770881
ağlamayı kes olur mu,4,0.02378262679112908,53.088768654499944
hey sachkov,4,0.02378262679112908,53.112551281291076
evraklarınızı teslim edin,4,0.02378262679112908,53.13633390808221
haydi küçüğüm küçük borisim,4,0.02378262679112908,53.16011653487334
borozdin,4,0.02378262679112908,53.18389916166447
sen sen ne yaptım ben,4,0.02378262679112908,53.2076817884556
anlamıyorsunuz,4,0.02378262679112908,53.231464415246734
sağ olarak yakalanabilirlerdi,4,0.02378262679112908,53.255247042037865
nerede o,4,0.02378262679112908,53.279029668829
sachkov,4,0.02378262679112908,53.30281229562013
neden marka sormuyorsun,4,0.02378262679112908,53.32659492241126
ben sızlanmıyorum,4,0.02378262679112908,53.35037754920239
stepan sızlanmayı bırak,4,0.02378262679112908,53.374160175993524
o taraftan git joyce,4,0.02378262679112908,53.397942802784655
bu ıssız bölgede yenilgiyi zafere çevirdiniz,4,0.02378262679112908,53.42172542957579
haydi joyce,4,0.02378262679112908,53.44550805636692
kesin şunu,4,0.02378262679112908,53.46929068315805
kulaklarımı acıtıyorsun,4,0.02378262679112908,53.49307330994918
elimden geleni yaparım fedya amca,4,0.02378262679112908,53.51685593674031
bana da yazmadı,4,0.02378262679112908,53.540638563531445
tabii beklemeliyim,4,0.02378262679112908,53.56442119032258
deli misin,4,0.02378262679112908,53.58820381711371
sözler boşuna,4,0.02378262679112908,53.61198644390484
hava saldırısı sona erdi,4,0.02378262679112908,53.63576907069597
yazmış olmalı,4,0.02378262679112908,53.6595516974871
duydunuz mu,4,0.02378262679112908,53.683334324278235
bana yazmıyor,4,0.02378262679112908,53.70711695106937
metroda dikkatli ol,4,0.02378262679112908,53.7308995778605
yok,4,0.02378262679112908,53.75468220465163
sincap nerede,4,0.02378262679112908,53.77846483144276
bak bir keçi geliyor,4,0.02378262679112908,53.80224745823389
büyükanne,4,0.02378262679112908,53.826030085025025
sincabım nerede,4,0.02378262679112908,53.849812711816156
ileri marş,4,0.02378262679112908,53.87359533860729
bir gün mutlu olacağız,4,0.02378262679112908,53.89737796539842
seni seviyorum sana güveniyorum,4,0.02378262679112908,53.92116059218955
ben gitmiyorum,4,0.02378262679112908,53.94494321898068
korkuyor musun,4,0.02378262679112908,53.968725845771814
benimle gel,4,0.02378262679112908,53.992508472562946
anladın mı,4,0.02378262679112908,54.01629109935408
orada güvende olacağız,4,0.02378262679112908,54.04007372614521
biz evleneceğiz fedya amca,4,0.02378262679112908,54.06385635293634
üç yıl üç aylık,4,0.02378262679112908,54.08763897972747
çok güzeller,4,0.02378262679112908,54.111421606518604
sizinki bu,4,0.02378262679112908,54.135204233309736
hayır kendim geldim,4,0.02378262679112908,54.15898686010087
oturmaz mısın,4,0.02378262679112908,54.182769486892
biz fabrikadan geliyoruz,4,0.02378262679112908,54.20655211368313
boris evde mi,4,0.02378262679112908,54.23033474047426
dışarı çıkabilir miyim,4,0.02378262679112908,54.254117367265394
senin mi,4,0.02378262679112908,54.277899994056526
kaç yaşındasın,4,0.02378262679112908,54.30168262084766
ordunun emirleri,4,0.02378262679112908,54.32546524763879
neden zormuş,4,0.02378262679112908,54.34924787442992
ordu mu,4,0.02378262679112908,54.37303050122105
düşeceksin,4,0.02378262679112908,54.396813128012184
joey,4,0.02378262679112908,54.420595754803315
yarın görüşürüz,4,0.02378262679112908,54.44437838159445
daha gelmedi,4,0.02378262679112908,54.46816100838558
hey stepan,4,0.02378262679112908,54.49194363517671
fabrikadan geliyoruz,4,0.02378262679112908,54.51572626196784
daha yeni ameliyat geçirdin,4,0.02378262679112908,54.539508888758974
senden uzak durmaya çalıştım,4,0.02378262679112908,54.563291515550105
utanıyorum,4,0.02378262679112908,54.58707414234124
fabrika komitesi adına,4,0.02378262679112908,54.61085676913237
içelim,4,0.02378262679112908,54.6346393959235
sana,4,0.02378262679112908,54.65842202271463
borozdinlerin akrabası mısın,4,0.02378262679112908,54.68220464950576
sorun değil,4,0.02378262679112908,54.705987276296895
belgelerini teslim et,4,0.02378262679112908,54.72976990308803
ikimiz de gönüllü olduk,4,0.02378262679112908,54.75355252987916
lavinia tepesi hastanesi seylan,4,0.02378262679112908,54.77733515667029
nesin o zaman,4,0.02378262679112908,54.80111778346142
işte alkol,4,0.02378262679112908,54.82490041025255
etmeliyim,4,0.02378262679112908,54.848683037043685
kimin adına komitenin mi,4,0.02378262679112908,54.87246566383482
boris nereye gitti,4,0.02378262679112908,54.89624829062595
neredeydin,4,0.02378262679112908,54.92003091741708
not nerede,4,0.02378262679112908,54.94381354420821
