word_en_translate,object_id,names,image_id,synsets,merged_object_ids,height,width,x_koor,y_koor
a,3914824,a,2344486,,,64,44,276,175
a,3914807,a,2344487,,"2354075 , 2703124 , 3096361 , 2072899 , 2879548 , 3631210 , 3914805",178,263,85,282
a,3914165,a,2344720,,"2037065 , 3506097 , 2431767",12,31,282,71
a,3914174,a,2344720,,"2930462 , 2319999 , 3080994",18,21,169,121
a,3913604,a,2344961,,,30,60,46,185
a,3913472,a,2345022,,,185,169,265,53
a,3913473,a,2345022,,,75,70,102,254
a,3913476,a,2345022,,,113,72,390,151
a,3913477,a,2345022,,,95,43,196,26
a,3913478,a,2345022,,,45,259,153,132
a,3913465,a,2345024,,,70,50,154,197
a,3911569,a,2345749,,,47,68,250,223
a,3909449,a,2346748,,,109,74,165,219
a,3909451,a,2346748,,,76,30,29,362
dog,1026895,dog,308,dog.n.01,,46,18,229,334
dog,786308,dog,2360725,dog.n.01,,405,190,81,1
dog,786566,dog,2360679,dog.n.01,,170,345,154,83
dog,1872343,dog,2360647,dog.n.01,"2201548 , 2269997 , 3759969",197,174,77,66
dog,1942831,dog,2360637,dog.n.01,1755765,16,15,176,205
dog,1858962,dog,2360562,dog.n.01,,34,36,166,254
dog,787324,dog,2360559,dog.n.01,,354,457,17,21
dog,2982261,dog,2324053,dog.n.01,,33,47,404,233
dog,2182570,dog,2360502,dog.n.01,"2564744 , 1959833 , 1774315",74,70,295,164
dog,2545528,dog,2360497,dog.n.01,"2238515 , 2168659",182,148,274,119
dog,4050569,dog,2324062,,"4088710 , 4144748 , 4050566",227,198,171,22
dog,2489671,dog,2360464,dog.n.01,,72,66,105,209
dog,1850347,dog,2360443,dog.n.01,2144304,80,61,388,166
dog,2276421,dog,2360763,dog.n.01,,151,218,1,202
dog,1850346,dog,2360443,dog.n.01,"2144305 , 2033130",76,75,293,167
dog,4088258,dog,2324083,,"4088264 , 4088297 , 4088295 , 4088284 , 4088266 , 4144419 , 4088274 , 4088253 , 4088282",45,55,187,233
dog,4144209,dog,2324106,,"4144234 , 4144191 , 4144237 , 4144201",13,16,99,182
dog,3534058,dog,2360436,dog.n.01,,53,53,150,193
dog,1943515,dog,2360409,dog.n.01,"1900861 , 2051590 , 2244115",166,151,175,168
dog,2699223,dog,2360407,dog.n.01,,249,81,252,251
dog,3761656,dog,2360381,dog.n.01,1681049,137,197,254,193
dog,788402,dog,2360357,dog.n.01,,420,264,29,37
dog,3392880,dog,2324116,dog.n.01,,82,29,254,77
dog,2281852,dog,2360320,dog.n.01,,65,53,151,247
dog,2281854,dog,2360320,dog.n.01,,55,38,292,304
dog,2738995,dog,2360314,dog.n.01,,215,267,233,39
dog,3761949,dog,2360299,dog.n.01,,89,175,22,12
dog,1828829,dog,2360443,dog.n.01,1850345,57,108,132,181
dog,785977,dog,2360774,dog.n.01,,37,28,269,171
dog,2265710,dog,2360784,dog.n.01,2440794,18,30,167,100
dog,4057605,dog,2323947,,"4057631 , 4057636 , 4057612",203,82,59,192
dog,782299,dog,2361398,dog.n.01,,153,112,90,205
dog,3755196,dog,2361391,dog.n.01,"2446464 , 2172056 , 3755200 , 1704628",211,298,190,63
dog,989036,dog,2323699,dog.n.01,,349,382,0,150
dog,2883724,dog,2361385,dog.n.01,"3181026 , 3532108 , 3119241 , 2349403 , 2452787",213,187,214,142
dog,2637710,dog,2361383,dog.n.01,,153,152,238,119
dog,3891183,dog,2361344,dog.n.01,,102,97,187,231
dog,1776273,dog,2361232,dog.n.01,"1797137 , 2264204",319,497,1,0
dog,3090412,dog,2323734,dog.n.01,3279786,111,53,77,337
dog,1887415,dog,2361220,dog.n.01,2525662,35,48,193,292
dog,1968636,dog,2361186,dog.n.01,"2558689 , 2210858",160,91,237,127
dog,2403286,dog,2361109,dog.n.01,2287505,65,94,261,102
dog,3360084,dog,2361103,dog.n.01,"1963192 , 3472243 , 3532874",147,163,181,185
dog,2046852,dog,2361103,dog.n.01,,127,127,115,369
dog,784086,dog,2361100,dog.n.01,,318,464,35,55
dog,1794387,dog,2361091,dog.n.01,2061256,25,17,319,324
dog,784344,dog,2361067,dog.n.01,,165,89,135,82
dog,2546115,dog,2361053,dog.n.01,,60,19,244,247
dog,3009835,dog,2323746,dog.n.01,,318,199,121,103
dog,2842007,dog,2323802,dog.n.01,"3465849 , 2870876",430,387,2,68
any,983326,any time,2326153,clock_time.n.01,,26,58,163,402
any,664449,at any time,2396794,clock_time.n.01,"664438 , 664444",59,281,97,162
go,1280270,go,2387013,go.n.01,,27,35,313,178
go,3136855,go,2337469,go.n.01,,42,72,50,150
go,936441,go,2342178,go.n.01,,20,16,245,142
go,2914935,go,2357532,go.n.01,,8,5,419,197
go,2914934,go,2357532,go.n.01,,16,20,339,113
go,741866,go,2370417,go.n.01,741873,8,8,232,128
go,3827596,go,2390810,go.n.01,,54,22,181,327
go,4198050,go,2321483,,,37,53,52,146
go,1151003,go pro,2401156,,,14,18,166,60
go,1217422,go out,2393729,,,322,210,97,9
go,1007547,go cart,2318741,cart.n.01,,234,296,20,155
go,4224559,go sign,2320802,,4224531,18,33,288,164
go,4352873,go kart,2396467,,,19,29,323,233
go,551220,go down,2379680,,,52,239,1,59
go,2997273,go sign,2318047,sign.n.02,,49,51,153,149
go,4563006,go cart,713182,,"4050159 , 3984247",38,79,250,604
go,3157816,go sign,2323812,sign.n.02,"2949509 , 2806592 , 3685724 , 2856008 , 3958271",23,14,404,140
go,1355495,go light,2379668,light.n.01,,16,22,102,169
go,1121999,go metro,2403728,metro.n.01,,46,53,58,197
go,1355494,go light,2379668,light.n.01,,21,22,38,136
go,4488810,go signal,2389618,,,12,13,205,119
go,4488813,go signal,2389618,,,8,9,201,61
go,4488809,go signal,2389618,,,10,13,100,127
go,4488811,go signal,2389618,,,12,14,321,116
go,4488812,go signal,2389618,,,12,16,397,123
go,2615371,go signal,2359323,signal.n.01,,5,5,40,157
go,280690,go cougars,2407374,cougar.n.01,,28,77,56,182
go,1280291,go by train,2387013,train.n.01,,75,90,313,178
go,597383,where to go,2371496,,,10,8,460,178
go,422874,go by train,2398699,train.n.01,,39,32,180,147
go,460534,stop and go,2394837,,,59,14,136,20
go,3926373,go position,2334555,,,53,57,13,368
go,1342521,merry go round,2380772,drive.n.08,,353,473,25,63
go,485353,merry go round,2391872,,,114,36,463,80
go,792616,merry go round,2359537,,,350,366,134,24
go,156956,to go container,2414487,container.n.01,,339,496,1,18
yet,4289297,yet,2417949,,,46,76,1,451
yet,277368,bananas not ripe yet,2407565,banana.n.01,"277357 , 277356",38,16,170,43
somebody,2456446,somebody,2346683,person.n.01,,327,497,0,2
somebody,3952355,somebody,2317168,,,253,345,0,2
along,2834417,along,2369777,,,35,308,51,205
along,3426304,along curb,2338009,curb.n.01,,26,499,0,209
along,3265694,along coast,2327402,seashore.n.01,3450321,76,216,0,93
along,550770,along slope,2379728,slope.n.01,,48,208,292,99
along,370602,windows along,2406065,window.n.01,,12,8,258,137
along,998031,along the side,2319867,side.n.01,998040,24,117,191,198
along,1336572,along the beach,2381449,beach.n.01,,83,420,35,395
along,158861,clouds along sky,2414154,"cloud.n.01 , sky.n.01","158838 , 158862 , 158826 , 158837 , 158825",164,500,0,0
along,290233,trees along side,2406794,"side.n.01 , tree.n.01",290205,70,79,421,0
along,292001,birds along edge,2406672,"bird.n.01 , edge.n.01",,7,18,346,306
along,550769,green tree along,2379728,tree.n.01,,34,21,446,105
along,361979,trees along river,2410843,"river.n.01 , tree.n.01",362011,35,28,93,203
along,564514,along counter top,2377614,,,120,223,0,57
along,602662,hair along the neck,2370634,"hair.n.01 , neck.n.01",,43,79,190,125
along,758674,brush along the back,2364680,"back.n.01 , brush.n.01",,154,101,106,84
along,762748,string along ceiling,2363718,"ceiling.n.01 , string.n.01",,68,375,0,51
along,800917,trees along the side,2358602,"side.n.01 , tree.n.01",,207,53,4,86
along,550767,evergreen tree along,2379728,,,69,25,132,117
along,481350,trees along roadside,2392300,"tree.n.01 , wayside.n.01",,57,46,273,94
on the ground,310067,on the ground,2411562,land.n.04,,176,338,0,324
on the ground,165299,on the ground,2413836,land.n.04,,39,493,3,284
on the ground,1153433,on the ground,2400943,land.n.04,,31,81,0,242
on the ground,869620,on the ground,2350181,land.n.04,,23,55,41,304
on the ground,1243585,on the ground,2391136,land.n.04,,9,17,478,252
on the ground,724950,box on the ground,2374815,"box.n.01 , land.n.04",,61,80,219,388
on the ground,161953,line on the ground,2413992,"land.n.04 , line.n.01",,13,453,19,260
on the ground,545610,dirt on the ground,2380416,"land.n.04 , soil.n.02",,99,46,3,398
on the ground,359212,sand on the ground,2411468,"land.n.04 , sand.n.01",,71,141,152,254
on the ground,483895,snow on the ground,2392033,"land.n.04 , snow.n.01",,373,500,0,0
on the ground,415169,vent on the ground,2399598,land.n.04,,62,39,271,188
on the ground,378540,leaf on the ground,2404111,"land.n.04 , leaf.n.01",,21,25,13,283
on the ground,374225,logs on the ground,2405213,"land.n.04 , log.n.01",374266,175,363,100,324
on the ground,580794,sand on the ground,2375641,"land.n.04 , sand.n.01",,114,500,0,219
on the ground,697642,stone on the ground,2382309,"land.n.04 , rock.n.01",,13,21,201,346
on the ground,545615,straw on the ground,2380416,"land.n.04 , straw.n.01",,20,43,160,467
on the ground,417902,grass on the ground,2399253,"grass.n.01 , land.n.04",3819384,137,335,0,362
on the ground,758671,grass on the ground,2364680,"grass.n.01 , land.n.04",,53,82,28,439
on the ground,940310,grass on the ground,2341728,"grass.n.01 , land.n.04",,51,89,8,12
on the ground,940305,twigs on the ground,2341728,"branchlet.n.01 , land.n.04",,140,83,0,182
on the ground,950294,grass on the ground,2339740,"grass.n.01 , land.n.04",,93,129,349,233
on the ground,697680,rocks on the ground,2382309,"land.n.04 , rock.n.01",,9,14,192,222
on the ground,182913,shadow on the ground,2412977,"land.n.04 , shadow.n.01",,7,157,173,280
on the ground,956547,shadow on the ground,2337752,"land.n.04 , shadow.n.01",,50,52,145,257
on the ground,182912,shadow on the ground,2412977,"land.n.04 , shadow.n.01",,7,69,312,273
thinking,145729,thinking,2415114,thinking.n.01,,66,51,168,31
thinking,2209142,girl thinking,2347589,,,246,69,429,85
dark,468883,dark,2393906,,,196,499,0,1
dark,3481253,dark,2402048,,,136,486,7,87
dark,658839,dark,2402042,,,14,21,243,257
dark,3927599,dark,2333482,,,27,33,340,245
dark,3679011,dark,2334258,,,22,29,107,406
dark,3553815,dark,2357437,,,15,22,60,381
dark,3553816,dark,2357437,,1731891,52,81,184,349
dark,3558700,dark,2356878,,,128,207,235,133
dark,3227912,dark,2335132,,,214,55,1,160
dark,3447209,dark,2335156,,,143,170,308,260
dark,3772546,dark,2356339,,,62,270,40,430
dark,409611,dark,2400325,,,40,30,332,121
dark,576265,dark,2376102,,,98,266,0,227
dark,2097771,dark,2376623,,,41,55,0,3
dark,1163373,dark,2400074,,,313,344,0,0
dark,412572,dark,2399955,,,92,169,63,16
dark,412559,dark,2399955,,,99,123,175,119
dark,719033,dark,2376939,,,43,103,160,259
dark,414765,dark,2399647,,,76,64,102,207
dark,416558,dark,2399411,,,189,499,0,0
dark,1172203,dark,2399105,,,29,73,389,105
dark,836342,dark,2354704,,,7,10,210,465
dark,3572275,dark,2354667,,,1,7,178,161
dark,3572288,dark,2354667,,,9,3,90,200
dark,3572276,dark,2354667,,,22,44,157,172
dark,2612153,dark,2356123,,,334,499,0,0
dark,2285763,dark,2336901,,,107,79,396,74
dark,809687,dark,2357697,,,40,126,87,12
dark,4297212,dark,2332684,,,7,14,209,264
dark,4002788,dark,2325547,,,103,51,293,384
dark,367984,dark,2406900,,,127,168,154,371
dark,3977215,dark,2326871,,,9,7,409,122
dark,326386,dark,2406107,,"326355 , 3812170 , 326369 , 3812148",187,189,309,186
dark,328248,dark,2405897,,,19,52,436,248
dark,329246,dark,2405759,,,213,198,141,287
dark,330832,dark,2405579,,,72,72,87,83
dark,978844,dark,2328092,,,18,23,385,222
dark,3505252,dark,2328430,,,14,10,106,225
dark,977643,dark,2328431,,,38,95,0,0
dark,3536630,dark,2359930,,,375,499,0,0
dark,687389,dark,2385535,,,13,24,240,318
dark,2151136,dark,2374964,,,162,455,25,145
dark,339398,dark,2404683,,,10,12,320,197
dark,975365,dark,2328994,,,11,15,293,260
dark,3538740,dark,2359400,,,70,490,7,6
dark,2769900,dark,2329791,,,42,22,77,391
dark,341662,dark,2404520,,,22,33,212,125
dark,3101548,dark,2329802,,,148,131,28,25
dark,1117010,dark,2404305,,,12,23,143,126
dark,3460248,dark,2329981,,,9,21,66,215
get,1602223,get,1160135,,,159,147,594,501
get,3170870,get,2317409,get.n.01,,11,22,251,211
get,1005861,get away,2318954,,,123,113,15,39
get,417189,steps to get into,2399324,measure.n.01,,47,32,89,122
above,1353753,above,2379841,above.n.01,,23,310,96,0
above,1125385,above,2403372,above.n.01,,95,81,91,51
above,507426,above,2388987,above.n.01,,21,40,196,366
above,1268404,above,2388501,design.n.01,,14,16,167,26
above,1334100,above,2381787,above.n.01,,143,248,82,39
above,711095,above,2380291,above.n.01,,36,251,12,1
above,310020,above,2411566,above.n.01,,79,88,116,1
above,348084,above,2403902,above.n.01,,54,312,0,0
above,3867190,above,2368757,above.n.01,,28,34,105,145
above,879405,above,2348838,above.n.01,,204,201,0,0
above,892611,above,2347201,above.n.01,,253,419,61,52
above,933294,above,2342522,above.n.01,,37,499,0,0
above,172472,above,2413495,above.n.01,,58,65,159,0
above,175085,above,2413358,above.n.01,,136,296,0,0
above,308047,above,2411701,above.n.01,,1,1,298,58
above,874444,above,2349490,above.n.01,,77,257,242,0
above,4168166,above,2405666,,,138,492,6,1
above,3507997,above,2416032,above.n.01,,1,71,154,309
above,4561229,above,713108,,"4130886 , 3976965 , 4130910 , 4232341",75,259,338,333
above,204054,above,2412048,above.n.01,,147,240,79,29
above,1090886,above,2408697,air.n.01,,191,499,0,0
above,4141406,above,2407263,,,69,112,0,0
above,363918,above,2409057,above.n.01,,182,209,9,143
above,261584,above,2408450,above.n.01,,33,3,402,65
above,1096242,above,2407714,above.n.01,,33,498,1,3
above,2467036,sun above,2349219,sun.n.01,,112,128,37,116
above,3478719,sky above,2364556,sky.n.01,,271,373,0,2
above,2255264,above sink,2356795,sink.n.01,,66,119,245,14
above,160635,wire above,2414062,wire.n.01,,184,118,137,11
above,1299437,above head,2385219,head.n.01,,139,249,250,66
above,846284,lines above,2353406,line.n.01,,56,53,281,2
above,845702,above rink.,2353469,rink.n.01,"845705 , 3895440",288,339,0,210
above,831838,wires above,2355205,wire.n.01,,59,305,192,68
above,1348608,above mouth,2380275,mouth.n.01,,28,29,192,118
above,864343,wires above,2350929,wire.n.01,,25,92,237,68
above,1206453,above stove,2395287,stove.n.01,,57,178,294,68
above,518693,ledge above,2386373,ledge.n.01,,26,88,137,212
above,1226453,above shelf,2392732,shelf.n.01,,77,102,0,135
above,500271,wires above,2390117,wire.n.01,,172,486,14,47
above,563702,faucet above,2377802,faucet.n.01,,46,10,178,9
above,3061743,lights above,2345282,light.n.02,,14,7,198,117
above,2295769,button above,2367173,button.n.01,,10,6,287,97
above,258282,skin above it,2408609,skin.n.01,,36,62,149,190
above,176058,above the boy.,2413310,male_child.n.01,,61,123,0,0
above,866802,above the door,2350596,door.n.01,,201,72,203,80
above,219549,white above it,2410360,,,50,41,311,296
above,601157,blue sky above,2370874,sky.n.01,601126,87,500,0,1
above,866174,building above,2350698,,,6,11,58,139
above,765247,above suitcase,2363410,bag.n.06,,26,58,113,26
above,536681,above a giraffe,2382868,giraffe.n.01,"3830823 , 3830839 , 536687 , 536668",34,56,19,287
little,847068,little,2353337,little.n.01,,44,98,86,112
little,350194,little,2403726,little.n.01,,103,137,361,177
little,1112417,little,2404858,little.n.01,,191,80,114,85
little,1112478,little,2404857,little.n.01,,32,98,0,96
little,289878,little,2406813,little.n.01,,81,47,217,121
little,337353,little,2404842,little.n.01,,205,124,9,295
little,4467072,little,2390235,,,153,121,4,272
little,285064,little,2407126,little.n.01,,23,14,250,175
little,182246,little,2413005,little.n.01,,20,34,201,267
little,4104877,little,2414117,,,242,89,165,119
little,4062635,little,2317694,,,71,134,96,262
little,432890,little boy,2397557,male_child.n.01,,104,38,86,117
little,680942,little car,2386723,car.n.01,,44,46,453,175
little,523376,little boy,2384940,male_child.n.01,,435,224,7,50
little,2694637,little boy,2370952,male_child.n.01,,167,73,207,113
little,2392004,little boy,2369855,male_child.n.01,3861354,40,30,450,177
little,613046,little boy,2369222,male_child.n.01,,93,53,281,93
little,418870,little boy,2399128,male_child.n.01,,209,87,73,141
little,1208379,little boy,2395060,male_child.n.01,,363,280,118,12
little,1266482,little boy,2388834,male_child.n.01,,109,69,202,194
little,1588659,little boy,713793,male_child.n.01,,183,51,124,263
little,2400088,little boy,2352497,male_child.n.01,,234,55,223,205
little,1729691,little boy,2350806,male_child.n.01,,41,21,280,50
little,907785,little boy,2345485,male_child.n.01,,283,167,245,91
little,2925488,little kid,2341885,child.n.01,,72,36,35,111
little,3285179,little boy,2338557,male_child.n.01,3338067,104,49,337,84
little,2486638,little boy,2336807,male_child.n.01,2048866,173,126,366,144
little,2523341,two little,2335724,,,26,55,346,242
little,4621706,little boy,2335601,,,32,20,289,47
little,2887573,little boy,2329183,male_child.n.01,,132,62,282,117
little,3369581,little boy,2320207,male_child.n.01,,59,28,329,119
little,3451322,little man,2320207,man.n.01,,50,46,203,8
little,3374919,little boy,2319543,male_child.n.01,,418,292,30,76
little,208045,little arm,2411872,arm.n.01,,80,44,303,198
little,1946481,little boy,2355004,male_child.n.01,,290,111,290,83
little,1165509,little boy,2399843,male_child.n.01,"1165502 , 1165500",151,68,431,225
little,3393381,little boy,2377099,male_child.n.01,,114,56,0,309
little,618254,little girl,2368365,girl.n.01,,300,218,70,23
little,2548320,little girl,2352339,girl.n.01,,135,145,176,70
little,276488,little girl,2407622,girl.n.01,,50,22,121,143
little,2687200,little girl,2358698,girl.n.01,2523418,19,16,242,282
little,2263987,little girl,2359612,girl.n.01,,106,48,173,188
little,2124939,little tree,2362384,tree.n.01,,168,130,339,47
little,1781920,little girl,2363532,girl.n.01,"2342919 , 2011550 , 1725776",226,109,145,64
little,2435405,little shop,2367027,shop.n.01,,283,400,30,41
little,2198725,little girl,2352213,girl.n.01,,118,47,88,167
little,2512274,little girl,2369427,girl.n.01,,27,12,83,182
little,2884398,little girl,2370381,girl.n.01,,45,29,54,58
little,2134680,little girl,2371238,girl.n.01,,257,90,201,42
little,2679892,little girl,2372694,girl.n.01,,119,84,199,380
weather,858729,weather,2351709,weather.n.01,,129,263,238,1
weather,3302112,weather,2364116,weather.n.01,,327,493,5,24
weather,3614385,weather,2346896,weather.n.01,,338,358,38,21
weather,2162372,weather,2352569,weather.n.01,,76,85,305,0
weather,506341,weather,2389197,weather.n.01,,497,499,0,3
weather,4489483,weather,2389597,,,499,375,0,0
weather,1224176,weather,2392967,weather.n.01,,307,332,0,2
weather,1221262,weather,2393289,weather.n.01,,331,498,2,2
weather,3182853,weather,2323904,weather.n.01,,86,213,149,5
weather,438176,weather,2397018,weather.n.01,,501,369,0,0
weather,3502185,weather,2323868,weather.n.01,,81,182,47,24
weather,4103300,weather,2323290,,,108,390,109,3
weather,4103914,weather,2323250,,,318,465,25,0
weather,1184435,weather,2397967,weather.n.01,,334,500,0,0
weather,415748,weather,2399506,weather.n.01,,94,203,98,15
weather,2799239,weather,2343874,weather.n.01,,332,500,0,0
weather,3984814,weather,2326386,,,377,500,0,0
weather,3527046,weather,2323095,weather.n.01,,174,467,17,22
weather,1299747,weather,2385194,weather.n.01,,341,485,8,11
weather,1808101,weather,2368900,weather.n.01,,374,499,0,0
weather,3850207,weather,2374027,weather.n.01,2418878,498,498,0,0
weather,933994,weather,2342456,weather.n.01,,19,27,143,293
weather,3165119,weather,2370456,weather.n.01,,77,247,202,23
weather,4362903,weather,2336151,,,251,447,53,62
weather,741998,weather,2370361,weather.n.01,742009,355,479,3,2
weather,3860737,weather,2369987,weather.n.01,,102,26,15,209
weather,3181591,weather,2345200,weather.n.01,,172,460,38,34
weather,561890,weather,2378117,weather.n.01,,240,489,5,0
weather,2196955,weather,2378127,weather.n.01,,215,310,190,0
weather,3836530,weather,2378388,weather.n.01,,30,104,329,15
weather,974525,weather,2329370,weather.n.01,,375,379,72,0
weather,697891,weather,2382267,weather.n.01,,26,21,224,201
weather,1325789,weather,2382828,weather.n.01,,99,418,78,166
weather,907231,weather,2345533,weather.n.01,,44,68,138,138
weather,1313077,weather,2384121,sky.n.01,,111,242,27,14
weather,1309706,weather,2384417,weather.n.01,,56,110,55,46
weather,405590,weather,2400770,weather.n.01,,166,500,0,0
weather,1166913,weather,2399740,weather.n.01,,108,176,240,34
weather,828523,weather,2355568,weather.n.01,,114,500,0,0
weather,3567311,weather,2355619,weather.n.01,,329,495,2,1
weather,181704,weather,2413028,weather.n.01,,281,498,0,0
weather,363016,weather,2409980,sky.n.01,,42,497,0,1
weather,183281,weather,2412958,weather.n.01,,165,498,0,15
weather,183990,weather,2412925,weather.n.01,,357,487,11,14
weather,4012269,weather,2412810,,,357,431,13,14
weather,360110,weather,2411216,weather.n.01,,94,415,84,198
weather,201858,weather,2412149,weather.n.01,,81,332,0,0
weather,179279,weather,2413149,weather.n.01,,491,345,2,1
weather,300208,weather,2412523,weather.n.01,,274,500,0,0
weather,181832,weather,2413022,weather.n.01,,56,237,25,11
right,3775985,right,2354878,,,286,113,385,0
right,815289,right,2357070,,,496,159,1,3
right,814954,right,2357108,,,363,27,471,7
right,3770636,right,2357217,,,333,63,438,0
right,812226,right,2357426,,,354,182,317,11
right,811652,right,2357502,,,137,70,161,300
right,1141388,right,2402018,,,331,257,242,1
right,4267331,right,2402016,,,375,252,235,0
right,810120,right,2357664,,,13,33,140,176
right,395242,right,2401856,,,375,260,240,0
right,395296,right,2401852,,,7,12,220,208
right,3558416,right,2356905,,,370,65,435,3
right,803349,right,2358389,,,51,31,361,69
right,797730,right,2358933,,,32,40,163,128
right,398464,right,2401534,,,107,64,255,364
right,792174,right,2359613,,,41,58,245,78
right,1147082,right,2401514,,,14,12,332,86
right,399502,right,2401431,,,497,97,225,2
right,789323,right,2360169,,,252,24,474,4
right,399787,right,2401405,,,334,248,249,0
right,1148920,right,2401334,,,84,124,42,104
right,3760939,right,2360503,,2268243,37,17,315,441
right,2038806,right,2360509,,,405,181,319,0
right,3768052,right,2358692,,,326,53,446,0
right,4276604,right,2401225,,,325,97,403,0
right,816881,right,2356845,,,3,2,474,434
right,3560364,right,2356691,,,497,56,275,1
right,3777592,right,2354353,,,18,23,326,335
right,838900,right,2354393,,,133,138,357,75
right,3777339,right,2354424,,,91,29,15,50
right,3776793,right,2354581,,,214,144,356,51
right,385215,right,2402898,,,129,193,304,193
right,4301718,right,2354606,,,371,102,391,2
right,835858,right,2354762,,,211,106,355,72
right,387148,right,2402727,,,330,232,273,0
right,3776238,right,2354770,,,124,96,388,152
right,3776239,right,2354770,,,142,101,29,191
right,3559133,right,2356838,,,492,71,301,6
right,4259779,right,2402661,,,23,53,161,93
right,830791,right,2355311,,,499,173,318,0
right,829904,right,2355402,,,370,137,361,2
right,3565967,right,2355815,,,37,44,257,170
right,824153,right,2356038,,,498,97,278,0
right,3772549,right,2356339,,,167,74,296,286
right,4292238,right,2356353,,,70,55,445,156
right,1137120,right,2402364,,,333,4,495,1
right,3561263,right,2356581,,,240,124,376,3
right,391007,right,2402290,,,297,90,408,28
right,1138426,right,2402261,,,366,22,478,6
right,831371,right,2355248,,,13,7,98,197
about,1320807,about,2383424,,,23,92,241,249
about,3332285,round about,2341123,,,71,290,92,303
about,284182,about to bat,2407189,bat.n.05,,168,138,157,123
hey,2375613,hey,2369224,,,181,493,0,201
helper,2699326,helper,2352740,assistant.n.01,,264,62,291,25
helper,2648070,toilet helper,2347961,,,272,285,83,24
is,3786282,is,2417570,,,180,209,23,110
is,3889024,is,2364224,,,86,76,144,173
is,3889058,is,2364186,,"3740564 , 1894625 , 2270382",203,293,207,218
is,782050,is,2361419,,,11,38,136,131
is,3891683,is,2360680,,"1739759 , 2413166",33,249,0,195
is,3891682,is,2360680,,2546065,56,8,300,224
is,3892283,is,2360083,,"2587240 , 2014464",29,63,273,59
is,3893924,is,2356702,,,32,19,137,134
is,3814631,is,2410737,,362493,10,35,76,295
is,3814630,is,2410737,,362492,21,38,256,299
is,3894333,is,2355712,,,112,110,138,202
is,1935533,is,2352024,,,16,28,218,334
is,3896209,is,2351974,,,23,13,190,162
is,3889025,is,2364224,,,42,455,42,84
is,3897961,is,2351269,,,118,45,167,256
is,3904304,is,2348963,,,21,29,390,336
is,882353,is,2348410,,,24,41,187,451
is,3906915,is,2347948,,,96,215,114,184
is,3906924,is,2347942,,,155,146,282,85
is,3906922,is,2347942,,,139,209,118,216
is,3906925,is,2347938,,,115,201,132,161
is,3907541,is,2347720,,,199,447,1,124
is,3909459,is,2346744,,,165,416,59,178
is,3909460,is,2346743,,,124,113,222,186
is,1817309,is,2346634,,,17,28,223,308
is,3911563,is,2345749,,,30,46,226,435
is,4130780,is,2414777,,,38,86,348,99
is,3897970,is,2351267,,,116,68,84,260
is,3889023,is,2364225,,,58,205,83,430
is,3888249,is,2364709,,,39,174,323,336
is,3887703,is,2364812,,,15,13,260,279
is,656913,is,2403731,,,32,100,319,179
is,3837807,is,2377703,,716811,15,7,398,152
is,3840957,is,2375978,,,29,21,476,183
is,3850132,is,2374065,,,68,491,9,223
is,3725731,is,2373631,,,110,62,5,135
is,3727081,is,2373452,,,128,35,403,115
is,3731229,is,2372806,,2059923,23,59,214,135
is,3731225,is,2372806,,,130,374,126,203
is,342889,is,2404419,,,162,113,104,29
is,3855393,is,2371020,,,24,59,59,207
is,606149,is,2370140,,,53,52,198,100
is,606177,is,2370140,,,18,6,244,110
is,606179,is,2370140,,,11,17,163,234
is,3861595,is,2369795,,"609197 , 3861611 , 3861606 , 609186 , 609176 , 609167 , 3861607",162,194,220,137
is,3862725,is,2369574,,,66,82,49,122
is,3871972,is,2367855,,,181,244,0,36
is,1102647,is,2406295,,1102648,53,16,202,249
is,3927788,is,2333321,,3927787,14,24,82,261
is,3878651,is,2366520,,,134,362,70,88
today,504780,today,2389435,today.n.01,,91,37,276,154
today,1064636,usa today,635,,,17,27,73,446
return,288197,return,2406922,tax_return.n.01,,19,33,47,101
return,566795,return,2377264,tax_return.n.01,,24,60,423,271
return,3732711,return,2330956,tax_return.n.01,,162,344,25,55
return,1960760,return key,2374426,return_key.n.01,,20,17,384,204
return,1683393,return key,2373483,return_key.n.01,,33,36,134,341
return,2869054,bag return,2338511,,,262,494,5,65
return,2712562,return box,2315563,,,31,23,171,325
return,187936,return key,2412735,return_key.n.01,,21,39,308,191
return,1626799,ball return,1085,,,59,81,87,76
return,3817779,coin return,2400781,,,56,28,213,145
return,2923012,slot return,2416157,,,60,54,208,113
return,2071380,baggage return,2344926,,,18,13,309,117
return,1155140,coin return button,2400781,,,12,19,219,164
wait,627911,wait,2366510,delay.n.01,,56,97,110,77
wait,886856,wait here,2347852,,,61,8,291,273
wait,4162958,wait here,2322762,,,9,49,238,363
wait,500450,wait for walk signal,2390098,,,20,44,392,118
husband,1123670,husband,2403557,husband.n.01,"1123664 , 1123668 , 1123684 , 380859",198,87,51,0
husband,1272680,husband,2387811,person.n.01,,81,95,173,353
husband,512535,husband,2387557,husband.n.01,,64,26,45,132
husband,3748472,husband,2362821,husband.n.01,"3748481 , 2014937",347,136,97,41
husband,2187499,husband,2348905,husband.n.01,1989115,150,222,153,22
husband,2787612,husband,2319935,husband.n.01,"3544605 , 3165055 , 3663076",167,81,107,183
husband,1192754,husband and wife,2397102,"husband.n.01 , wife.n.01",,498,474,2,0
clean,1605400,clean,1591940,,,61,8,42,458
