word_en_translate,image_id,obj_names,obj_object_id,obj_synsets,obj_merged_object_ids,obj_height,obj_width,obj_x_koor,obj_y_koor,relationships_id,synsets,sub_name,sub_object_id,sub_synsets,sub_height,sub_width,sub_x_koor,sub_y_koor,predicate
step,263,,1026653,door.n.01,,74,31,209,100,3066445,be.v.01,step,1026668,measure.n.01,9,40,204,171,in front of
step,2366942,,1876133,yard.n.01,,94,150,209,51,4364172,construct.v.01,step,3876241,measure.n.01,16,20,333,66,built into
step,2367032,,2766212,stool.n.01,,125,111,278,206,4363184,along.r.01,step,2766211,measure.n.01,10,92,296,297,on
step,2367032,,2766212,stool.n.01,,125,111,278,206,4363183,along.r.01,step,2766210,measure.n.01,15,76,280,205,on
step,2370941,,2128001,fire_engine.n.01,,316,180,100,32,4319073,along.r.01,step,2128000,measure.n.01,100,172,110,355,on side of
step,2371360,,598254,floor.n.01,,14,23,46,279,1512828,along.r.01,step,598253,measure.n.01,21,71,0,306,on
step,2371642,,2667195,,,207,56,233,132,3629384,below.r.01,step,2667194,measure.n.01,13,40,233,364,below
step,2371642,,2667195,,,207,56,233,132,3629383,below.r.01,step,2667193,measure.n.01,14,56,219,398,below
step,2371929,,3517657,railing.n.01,,34,14,397,52,3624316,have.v.01,step,2129542,measure.n.01,11,46,407,76,has
step,2372360,,2606224,truck.n.01,,280,350,0,33,4152029,along.r.01,step,1950679,measure.n.01,35,45,179,274,on
step,2372487,,2405553,truck.n.01,,283,397,31,35,4149600,along.r.01,step,2405552,measure.n.01,55,60,321,167,on side of
step,2373440,,1888141,bleacher.n.01,,45,76,423,110,4132567,along.r.01,step,1888140,measure.n.01,17,68,430,137,on
step,2374185,snowboarder,2125850,snowboarder.n.01,3721913,36,99,129,196,4118777,under.r.01,step,2465064,measure.n.01,20,38,145,204,under
step,2366942,,1876133,yard.n.01,,94,150,209,51,4364171,construct.v.01,step,3876240,measure.n.01,10,26,312,77,built into
step,2374833,door,2172278,door.n.01,3697254,82,49,192,178,4051154,under.r.01,step,1911903,measure.n.01,52,67,183,270,under
step,2375323,,582923,building.n.01,,220,62,138,38,1456854,,step,582930,measure.n.01,18,38,107,286,of
step,2375482,,722134,train.n.01,,445,315,1,1,1934068,along.r.01,step,722141,measure.n.01,35,16,0,421,on
step,2376039,,2614790,moss.n.01,,14,17,246,80,4028917,have.v.01,step,2614789,measure.n.01,37,17,250,86,has
step,2376039,,2614790,moss.n.01,,14,17,246,80,4028916,have.v.01,step,2614788,measure.n.01,19,12,258,77,has
step,2376803,,3839398,,,147,63,0,106,4301211,,step,3839399,measure.n.01,14,40,33,248,of
step,2377208,,2292145,ladder.n.01,,261,81,0,236,4007169,along.r.01,step,3679697,measure.n.01,49,58,5,365,on
step,2377452,,565511,step.n.04,,113,45,301,366,1403644,along.r.01,step,565510,measure.n.01,31,58,295,448,on
step,2377560,,2638750,porch.n.01,,248,494,4,124,4000125,along.r.01,step,2638749,measure.n.01,47,370,49,299,on
step,2378008,,562618,woman.n.01,,230,246,220,99,1394750,,step,562624,measure.n.01,50,94,405,283,underneath
step,2378173,,2419612,door.n.01,,147,71,428,0,3988091,,step,2419611,measure.n.01,99,97,401,141,to
step,2378556,,559079,step.n.04,,144,199,249,1,1381729,along.r.01,step,559089,measure.n.01,25,42,340,52,on
step,2378655,,558388,floor.n.01,,78,162,211,421,1379124,along.r.01,step,558397,measure.n.01,97,154,163,402,along
step,2374942,,584922,shower.n.01,,316,126,115,142,1461229,enter.v.01,step,584925,measure.n.01,30,114,124,430,entering
step,2378655,,558387,wall.n.01,,486,370,0,2,1379123,along.r.01,step,558397,measure.n.01,97,154,163,402,along
step,2366942,,1876133,yard.n.01,,94,150,209,51,4364170,construct.v.01,step,3876239,measure.n.01,10,30,304,84,built into
step,2366942,,1876133,yard.n.01,,94,150,209,51,4364168,construct.v.01,step,3876237,measure.n.01,12,27,298,100,built into
step,2356960,,1715927,truck.n.01,,372,212,0,127,3714262,along.r.01,step,3557929,measure.n.01,29,87,45,469,on
step,2357233,,813750,color.n.01,,28,47,178,303,2288750,have.v.01,step,813749,measure.n.01,32,49,179,301,has
step,2357233,,813750,color.n.01,,28,47,178,303,2288733,have.v.01,step,813749,measure.n.01,32,49,179,301,has
step,2357978,,807277,railway_station.n.01,,294,494,6,68,2264500,,step,807289,measure.n.01,39,82,291,231,of
step,2357978,car,807275,car.n.01,807274,211,367,74,95,2264474,enter.v.01,step,807289,measure.n.01,39,82,291,231,to enter
step,2358249,,2623718,engine.n.01,,288,381,110,86,3689700,up.r.01,step,2623716,measure.n.01,30,32,307,339,up to
step,2358747,stepladder,1833985,step_ladder.n.01,"1772533 , 1904636",119,97,208,380,3680661,along.r.01,step,1772532,measure.n.01,36,91,210,440,on
step,2358747,stepladder,1833985,step_ladder.n.01,"1772533 , 1904636",119,97,208,380,3680660,along.r.01,step,1772531,measure.n.01,40,90,217,378,on
step,2359098,,2606006,door.n.01,,316,207,4,4,4398233,,step,1762196,measure.n.01,41,214,0,320,leading to a
step,2359695,car,2592511,car.n.01,"1791179 , 1862535",145,219,196,177,3669464,along.r.01,step,2284767,measure.n.01,18,46,209,264,on
step,2359844,,2084716,land.n.04,,170,203,233,162,4208090,above.r.01,step,2084715,measure.n.01,37,77,206,177,above
step,2359844,,2084716,land.n.04,,170,203,233,162,4208089,above.r.01,step,2084714,measure.n.01,49,107,161,215,above
step,2366942,,1876133,yard.n.01,,94,150,209,51,4364169,construct.v.01,step,3876238,measure.n.01,11,27,299,90,built into
step,2359844,,2084716,land.n.04,,170,203,233,162,4208088,above.r.01,step,2084713,measure.n.01,70,131,103,255,above
step,2360408,,1672933,doorway.n.01,,151,63,117,303,4203027,,step,1672934,measure.n.01,20,124,61,455,at
step,2360470,,2522051,phase.n.01,,107,36,462,97,3661955,along.r.01,step,2522046,measure.n.01,12,35,440,246,on a
step,2360986,,1833041,building.n.01,,369,219,277,0,3660182,,step,1833040,measure.n.01,73,67,323,251,of
step,2363069,,3465650,doorway.n.01,,146,116,338,89,4176979,in.r.01,step,3526479,measure.n.01,10,25,354,200,in front of
step,2363069,,3465650,doorway.n.01,,146,116,338,89,4176978,in.r.01,step,3526478,measure.n.01,10,24,343,207,in front of
these,1591844,,1604248,man.n.01,,552,367,355,181,4264357,be.v.01,these,3797532,,439,318,361,184,are two
these,2344962,,2856477,telephone.n.01,,336,189,302,7,4432068,,these,3913597,,181,265,232,159,are not smart
these,2344962,,2856477,telephone.n.01,,336,189,302,7,4432069,,these,3913597,,181,265,232,159,are not smart
these,2344720,,2129040,light.n.01,,50,300,18,143,4433072,,these,3914167,,98,90,74,138,are tail
these,2344720,,2129040,light.n.01,,50,300,18,143,4433073,,these,3914167,,98,90,74,138,are tail
these,2344720,,3134934,window.n.01,,21,82,258,137,4433075,,these,3914169,,111,77,240,137,are
these,2344720,,3134934,window.n.01,,21,82,258,137,4433076,,these,3914169,,111,77,240,137,are
these,2338661,,3929945,,,96,165,238,404,4459521,,these,3929944,,96,207,72,345,two people are walking
these,2338661,,2100954,,,297,358,97,76,4459524,,these,3929946,,371,430,62,68,are
these,2338661,,2100954,,,297,358,97,76,4459525,,these,3929946,,371,430,62,68,are
these,2337791,,2561834,animal.n.01,,49,89,233,165,4072794,be.v.01,these,3705479,,49,167,169,167,are
these,2337096,,4269672,,,39,404,14,275,4669917,,these,4269671,,42,404,14,276,are the
these,2336957,,4577891,,,73,151,276,100,4791673,,these,4577890,,100,206,274,50,are blue
these,2336957,,4577891,,,73,151,276,100,4791674,,these,4577890,,100,206,274,50,are blue
these,2336952,,4318166,,,51,37,82,164,4688695,,these,4318165,,57,474,24,151,are parked
these,2336952,,4318166,,,51,37,82,164,4688696,,these,4318165,,57,474,24,151,are parked
these,2332033,,3932614,,,129,300,39,113,4463859,,these,3932615,,156,295,85,139,are two
these,2332033,,3932614,,,129,300,39,113,4463860,,these,3932615,,156,295,85,139,are two
these,2332018,,4274859,,,104,364,62,99,4671928,,these,4274858,,256,365,97,64,jets are
these,2332018,,4274859,,,104,364,62,99,4671929,,these,4274858,,256,365,97,64,jets are
these,2331093,,2718190,apparel.n.01,,326,360,47,33,4105976,be.v.01,these,3717308,,200,129,109,154,are
these,2331093,,2718190,apparel.n.01,,326,360,47,33,4105977,be.v.01,these,3717308,,200,129,109,154,are
these,2346740,,2364739,leaf.n.01,,95,90,146,95,4425904,,these,3909463,,152,155,90,148,are
these,2330503,,4664298,,,72,74,332,128,4826881,,these,4664299,,18,39,319,159,are
these,2346740,,2364739,leaf.n.01,,95,90,146,95,4425903,,these,3909463,,152,155,90,148,are
these,2347229,bar,2641864,barroom.n.01,"2658449 , 3371849 , 3371850",302,375,0,197,4424572,,these,3908581,,94,304,6,375,are
these,2361905,,2914590,elephant.n.01,,147,90,257,146,4395315,be.v.01,these,3890781,,170,240,98,86,are
these,2361905,,2914590,elephant.n.01,,147,90,257,146,4395316,be.v.01,these,3890781,,170,240,98,86,are
these,2357869,,3121393,zebra.n.01,,75,67,223,166,4398846,,these,3893521,,212,405,40,131,are
these,2357869,,3121393,zebra.n.01,,75,67,223,166,4398847,,these,3893521,,212,405,40,131,are
these,2354421,rocks,2538266,rock.n.01,1735519,300,333,0,200,4228706,be.v.01,these,3777354,,78,149,32,244,are some
these,2354421,rocks,2538266,rock.n.01,1735519,300,333,0,200,4228707,be.v.01,these,3777354,,78,149,32,244,are some
these,2350636,,3507237,leg.n.01,,25,42,166,176,4409603,,these,3900085,,62,75,130,179,are
these,2350636,,3507237,leg.n.01,,25,42,166,176,4409604,,these,3900085,,62,75,130,179,are
these,2350636,,3507237,leg.n.01,,25,42,166,176,4409605,,these,3900085,,62,75,130,179,are
these,2350636,,3507237,leg.n.01,,25,42,166,176,4409606,,these,3900085,,62,75,130,179,are
these,2350444,,1770713,elephant.n.01,,138,156,44,208,4410513,,these,3900620,,77,253,4,423,are
these,2350444,,1770713,elephant.n.01,,138,156,44,208,4410514,,these,3900620,,77,253,4,423,are
these,2350321,,2452884,banana.n.01,,30,43,125,94,4410964,,these,3901033,,116,99,114,109,are some
these,2350321,,2452884,banana.n.01,,30,43,125,94,4410963,,these,3901033,,116,99,114,109,are some
these,2350321,,1879163,leaf.n.01,,264,94,404,68,4410970,,these,3901035,,124,219,165,175,are some
these,2350321,,1879163,leaf.n.01,,264,94,404,68,4410969,,these,3901035,,124,219,165,175,are some
these,2350321,,1879163,leaf.n.01,,264,94,404,68,4410968,,these,3901035,,124,219,165,175,are some
these,2350321,,1879163,leaf.n.01,,264,94,404,68,4410967,,these,3901035,,124,219,165,175,are some
these,2349937,,871227,player.n.01,,188,107,224,3,4412516,,these,3902004,,266,200,180,67,are two baseball
these,2349937,,871227,player.n.01,,188,107,224,3,4412517,,these,3902004,,266,200,180,67,are two baseball
these,2347229,bar,2641864,barroom.n.01,"2658449 , 3371849 , 3371850",302,375,0,197,4424571,,these,3908581,,94,304,6,375,are
these,2347134,,2180587,grass.n.01,,98,102,394,275,4424851,,these,3908724,,95,207,246,263,are
these,2362912,,1772036,cloud.n.01,,111,180,316,0,4394417,be.v.01,these,3890012,,50,317,84,49,are
these,2330503,,4664298,,,72,74,332,128,4826882,,these,4664299,,18,39,319,159,are
late,2409279,,1089132,table.n.02,,62,66,234,42,3217784,sit.v.01,late of food,1089131,food.n.01,62,66,27,36,sitting on top of
area,553,,3564828,barroom.n.01,,87,462,321,248,3730272,,area,3564827,area.n.01,328,709,56,269,with
area,2355512,,4304313,,,97,499,0,184,4683206,,area,4304314,,97,495,3,184,covered in
area,2355441,area,3568585,area.n.01,2397927,228,500,0,190,3738589,about.r.07,area,3568585,area.n.01,150,488,10,190,near
area,2355417,,829745,floor.n.01,,294,499,1,80,2340230,along.r.01,area,829744,area.n.01,41,47,272,143,on
area,2355417,,829746,circle.n.01,,20,19,289,150,2340231,have.v.01,area,829744,area.n.01,41,47,272,143,has
area,2355277,,831031,building.n.01,,250,427,0,0,2344636,in.r.01,area,831040,area.n.01,33,25,325,178,in
area,2355076,water,4311513,,4311582,333,497,1,0,4685917,,area,4311581,,304,468,14,15,of
area,2355044,,3546044,,,450,437,19,43,3688012,along.r.01,area,3546043,area.n.01,452,398,53,46,on
area,2355028,,833453,grass.n.01,,321,499,1,0,2352485,,area,833454,area.n.01,164,121,377,94,of
area,2354174,water,3246503,water.n.01,3778072,73,490,5,265,4230080,be.v.01,area,2711276,area.n.01,35,72,194,226,to walk into
area,2355568,,828512,kite.n.03,,106,279,15,8,2335598,have.v.01,area,828520,area.n.01,373,498,1,1,has
area,2353706,,2406108,train.n.01,,178,350,141,84,3759311,along.r.01,area,3577361,area.n.01,40,64,384,160,on
area,2353392,,3780319,train.n.01,,172,405,94,156,3763380,leave.v.01,area,2151471,area.n.01,190,246,1,140,to left of
area,2353310,,3062912,soil.n.02,,73,450,34,259,4234049,be.v.01,area,3780430,area.n.01,61,499,0,272,made of
area,2353185,,848549,skateboard.n.01,,64,90,281,147,2409705,have.v.01,area,848551,area.n.01,132,496,2,192,has
area,2353182,,3580048,skateboard.n.01,,87,181,172,113,3765612,about.r.07,area,3580047,area.n.01,315,480,2,12,near
area,2352639,plant,3582413,plant.n.01,"2207118 , 1893674",499,281,0,0,3771522,have.v.01,area,3582411,area.n.01,116,231,30,63,has
area,2352539,,1660421,grass.n.01,,125,180,12,99,3772731,,area,3582879,area.n.01,59,88,3,144,amidst
area,2352517,,1704042,water.n.01,,418,496,1,4,3773028,about.r.07,area,3583030,area.n.01,108,235,250,316,near
area,2352435,,854114,ocean.n.01,,46,473,9,6,2433103,,area,854107,area.n.01,183,439,14,33,of
area,2352103,,2287693,beach.n.01,,223,499,0,109,3778221,,area,3585159,area.n.01,219,182,316,113,of
area,2353407,,1761986,elephant.n.01,,234,285,115,79,3763208,about.r.07,area,3579092,area.n.01,353,454,13,3,near
area,2355661,,3774311,down.n.01,,33,137,277,342,4224055,be.v.01,area,3774310,area.n.01,167,393,49,200,of comforter that has been folded
area,2355757,,2619385,elephant.n.01,,366,289,93,127,3733725,behind.r.01,area,3566306,area.n.01,323,463,6,18,behind
area,2355843,,1754253,woman.n.01,,334,212,3,7,3732526,approximately.r.01,area,3565785,area.n.01,331,490,6,6,around
area,2358565,,2458138,train.n.01,,18,422,3,134,4216183,,area,3768316,area.n.01,219,466,0,110,with
area,2358342,,3768632,road.n.01,,95,387,73,80,4216565,be.v.01,area,2369824,area.n.01,62,283,38,60,side of
area,2358251,,804700,equipment.n.01,,23,270,110,207,2255805,,area,804699,area.n.01,26,262,118,206,for
area,2358197,airplane,3547214,airplane.n.01,1666771,103,469,21,63,4078635,be.v.01,area,3707918,area.n.01,48,249,184,54,near
area,2357982,,2586646,brick.n.01,,165,467,0,81,4217170,,area,3769136,area.n.01,154,480,0,90,paved with
area,2357865,,2284147,bench.n.01,,175,248,2,323,3697165,about.r.07,area,2284148,area.n.01,89,244,111,399,near
area,2357714,,3769643,house.n.01,,499,277,1,0,4217762,,area,3769642,area.n.01,257,222,3,8,of a
area,2357705,,809523,soil.n.02,,26,35,341,284,2273949,,area,809522,area.n.01,84,485,1,247,of
area,2357535,,3002059,sheep.n.01,,135,95,162,93,4399006,,area,3893676,,459,358,5,36,with
area,2357218,,3770630,side.n.01,,79,19,168,292,4218942,along.r.01,area,3770629,area.n.01,64,174,7,350,on
area,2357172,,1812843,beach.n.01,,496,334,2,2,3710049,,area,3556150,area.n.01,223,328,5,269,of
area,2357155,,2520074,rock.n.01,,7,15,384,352,3710373,fill.v.01,area,3556278,area.n.01,100,491,3,271,filled with
area,2357155,,2520075,rock.n.01,,5,10,401,335,3710374,fill.v.01,area,3556278,area.n.01,100,491,3,271,filled with
area,2357155,,2520076,rock.n.01,,6,15,321,350,3710375,fill.v.01,area,3556278,area.n.01,100,491,3,271,filled with
area,2357155,,2520077,rock.n.01,,10,12,350,346,3710376,fill.v.01,area,3556278,area.n.01,100,491,3,271,filled with
area,2357155,,2520078,rock.n.01,,9,17,416,353,3710377,fill.v.01,area,3556278,area.n.01,100,491,3,271,filled with
area,2356943,,2236720,tree.n.01,,212,94,49,0,3714608,have.v.01,area,2236722,area.n.01,317,484,8,1,has
area,2356943,,2236721,tree.n.01,,93,66,138,65,3714609,have.v.01,area,2236722,area.n.01,317,484,8,1,has
area,2356685,,2120477,court.n.01,,269,497,1,62,3719754,behind.r.01,area,3560411,area.n.01,155,497,2,62,behind
area,2356610,,1933940,wall.n.01,,93,187,310,157,3721132,along.r.01,area,1933939,area.n.01,63,60,332,168,on
area,2356359,,4292062,,,32,220,10,36,4678774,,area,4292061,,13,221,12,52,near
area,2352102,,856040,tree.n.01,,52,125,375,75,4240504,,area,3784653,area.n.01,82,155,329,189,of
area,2352081,,3784702,,,450,349,24,48,4240606,,area,2126292,area.n.01,46,81,230,97,at
area,2351902,elephant,1746698,elephant.n.01,2559702,367,232,8,8,4402997,,area,2407405,area.n.01,310,177,304,59,with an
area,2351823,,2111239,mountain.n.01,,393,371,0,73,4403305,,area,2111238,area.n.01,27,41,178,248,is on
seven,1126,,4226485,,,170,458,38,164,4652613,,seven,4226484,,242,382,104,94,men in
seven,2333327,,4678035,,,189,180,2,14,4832333,,seven,4678044,,34,19,42,140,on
seven,2347515,,1913272,box.n.01,,104,85,3,365,3838153,along.r.01,seven,1913271,seven.n.01,6,6,39,401,printed on
seven,2355770,,1705082,train.n.01,,226,192,153,65,3733492,along.r.01,seven,1705081,seven.n.01,12,7,252,130,on
seven,2356376,red shirt,2188509,shirt.n.01,3562542,37,32,343,59,3724612,along.r.01,seven,2158156,seven.n.01,17,11,349,68,on
seven,2371684,,2347870,keyboard.n.01,,96,380,1,215,4316171,along.r.01,seven,2217954,,13,12,302,291,on
seven,2375556,,1783880,,,15,12,374,325,4037746,over.r.01,seven,1783879,seven.n.01,16,13,372,312,over
seven,2316537,,1053207,clock.n.01,,231,144,31,137,3163694,along.r.01,seven,1053221,seven.n.01,17,8,68,225,on
seven,2397548,,1188952,racing.n.01,,201,457,10,12,3352768,,seven,1188951,seven.n.01,196,455,19,16,bikes
seven,2407480,,278698,marker.n.01,,119,115,18,188,335644,along.r.01,seven,278700,seven.n.01,24,17,51,215,on
seven,2407480,,278698,marker.n.01,,119,115,18,188,335642,along.r.01,seven,278700,seven.n.01,24,17,51,215,on
seven,2415872,,1056468,clock.n.01,,188,171,147,66,3176989,along.r.01,seven,1056476,seven.n.01,21,22,199,209,on
seven,2408695,,256728,turn.n.04,,79,31,238,151,287634,,seven,256730,seven.n.01,103,492,3,147,metal
seven,1126,,4226485,,,170,458,38,164,4652614,,seven,4226484,,242,382,104,94,men in
seven,1126,,4226485,,,170,458,38,164,4652615,,seven,4226484,,242,382,104,94,men in
seven,1126,,4226485,,,170,458,38,164,4652616,,seven,4226484,,242,382,104,94,men in
seven,2408378,,262894,window.n.01,,13,11,394,187,301372,along.r.01,seven,262893,seven.n.01,13,10,424,186,on
seven,1126,,4226485,,,170,458,38,164,4652618,,seven,4226484,,242,382,104,94,men in
seven,1126,,4226485,,,170,458,38,164,4652619,,seven,4226484,,242,382,104,94,men in
seven,1126,,4226485,,,170,458,38,164,4652617,,seven,4226484,,242,382,104,94,men in
seven,2409961,,229326,roman_numeral.n.01,,68,71,156,134,236604,in.r.01,seven,229332,seven.n.01,18,16,169,182,in
seven,2409961,,229319,clock.n.01,,81,85,153,127,236603,along.r.01,seven,229332,seven.n.01,18,16,169,182,on
seven,2317783,,3506822,shirt.n.01,,255,336,63,76,4042121,along.r.01,blue seven,3506821,,34,45,146,146,on
seven,2328826,book,3410908,book.n.01,3335065,230,465,29,63,4144469,in.r.01,page seven,3335066,page.n.01,218,239,256,76,in
seven,2348816,,2069592,train.n.01,,231,322,4,30,3821068,along.r.01,fifty seven,2642289,,25,27,112,87,print on
seven,2347929,,886218,pavement.n.01,,41,50,333,34,2576714,along.r.01,seven birds,886178,bird.n.01,243,405,60,26,on
seven,2387833,,1272477,motorcycle.n.01,,234,196,95,74,3496445,be.v.01,number seven,1272478,numeral.n.01,38,42,229,122,on
seven,2400434,,1159080,clock.n.01,,185,196,32,67,3308786,along.r.01,number seven,1159089,numeral.n.01,31,24,92,192,on
seven,2336034,,3665738,clock.n.01,,349,179,167,1,3973264,along.r.01,number seven,3086874,numeral.n.01,52,32,185,28,mounted on
seven,2337770,clock,4602361,,4602363,237,244,196,7,4801523,,number seven,4602373,,34,20,240,170,on
seven,2338960,,2096392,train.n.01,,373,440,58,0,4146766,along.r.01,number seven,3480286,numeral.n.01,32,33,355,72,on
seven,2400434,,1159080,clock.n.01,,185,196,32,67,3308810,along.r.01,number seven,1159089,numeral.n.01,31,24,92,192,on
seven,2363560,,3745287,suit.n.01,,29,12,255,160,4173615,wear.v.01,seven people,1688520,people.n.01,145,400,30,54,wearing
seven,2366307,,2616359,computer_keyboard.n.01,,167,165,252,128,4372939,along.r.01,number seven,2222839,numeral.n.01,21,20,306,243,on
seven,2387833,,1272477,motorcycle.n.01,,234,196,95,74,3496425,be.v.01,number seven,1272478,numeral.n.01,38,42,229,122,on
seven,2342523,,3188926,,,145,184,148,217,4441070,,seven dwarfs,3918949,,92,145,128,279,on
seven,2387833,,1272477,motorcycle.n.01,,234,196,95,74,3496440,be.v.01,number seven,1272478,numeral.n.01,38,42,229,122,on
seven,2393055,,475189,field.n.01,,186,498,1,146,1073983,in.r.01,seven giraffes,475198,giraffe.n.01,205,432,21,94,in
seven,2327708,,2774644,glove.n.02,,28,454,44,116,3629162,wear.v.01,seven teammates,2774643,teammate.n.01,74,371,87,52,wearing
seven,2388827,,670315,clock.n.01,,110,93,70,287,1762751,inside.r.01,roman numeral seven,670322,roman_numeral.n.01,29,16,98,364,inside of
children,592,,1625802,fence.n.01,,92,298,239,364,3730847,approximately.r.01,children,1625803,child.n.01,58,206,285,351,around
children,2355004,bicycle,2432329,bicycle.n.01,"1830914 , 2649166 , 3775741",375,500,0,0,4226126,along.r.01,children,3775743,child.n.01,365,270,187,8,on
children,2355402,,829904,,,370,137,361,2,2340671,be.v.01,children,829903,child.n.01,178,197,285,196,are to
children,2355733,,827038,bus.n.01,,211,310,30,102,2330240,in.r.01,children,827069,child.n.01,42,135,207,140,in
children,2355733,,827038,bus.n.01,,211,310,30,102,2330226,get_down.v.07,children,827050,child.n.01,161,231,269,147,getting on
children,2355984,,824674,picture.n.01,,19,13,205,227,2322934,be.v.01,children,824658,child.n.01,238,197,24,124,are posing for a
children,2355984,,824674,picture.n.01,,19,13,205,227,2322932,be.v.01,children,824658,child.n.01,238,197,24,124,are posing for a
children,2355984,,824675,tree.n.01,,132,351,8,8,2322920,be.v.01,children,824658,child.n.01,238,197,24,124,are under a
children,2355984,,824675,tree.n.01,,132,351,8,8,2322918,be.v.01,children,824658,child.n.01,238,197,24,124,are standing under
children,2355984,,824654,man.n.01,,287,205,167,211,2322905,be.v.01,children,824658,child.n.01,238,197,24,124,are posing for a
children,2356323,,2574296,classroom.n.01,,352,492,3,2,3725422,sit.v.01,children,2574295,child.n.01,184,300,0,126,sitting in
children,2356660,,1988716,wall.n.01,,40,178,249,345,3720347,sit.v.01,children,1988715,child.n.01,28,23,330,352,sitting on
children,2357571,,810949,chair.n.01,,101,61,427,168,2277973,sit.v.01,children,810930,child.n.01,188,391,34,116,sitting in
children,2357571,birthday party,810955,birthday_party.n.01,810931,333,499,0,0,2277972,,children,810930,child.n.01,188,391,34,116,at a
children,2357571,,810932,costume.n.01,,62,204,182,235,2277959,in.r.01,children,810930,child.n.01,188,391,34,116,dressed in
children,2357571,birthday party,810955,birthday_party.n.01,810931,333,499,0,0,2277958,have.v.01,children,810930,child.n.01,188,391,34,116,having
children,2357605,,3769863,,,213,493,1,156,4217983,be.v.01,children,2475862,child.n.01,307,290,116,66,are on
children,2358617,,3543760,leaf.n.01,,165,452,24,240,3682959,play.v.01,children,2636693,child.n.01,199,103,260,159,playing in
children,2359018,,796876,beach.n.01,,126,497,3,208,2230845,be.v.01,children,796881,child.n.01,16,26,400,225,are strolling
children,2359575,,3765023,street.n.01,,156,498,0,175,4210858,walk.v.01,children,3765019,child.n.01,39,15,89,167,walking across
children,2354575,car,2305965,car.n.01,"2932529 , 1792557",304,463,37,87,4400590,,children,1944778,child.n.01,145,293,117,47,sitting in back of
children,2353071,,2397363,child.n.01,,117,46,104,153,3766747,be.v.01,children,2397362,child.n.01,85,97,215,181,are behind
children,2353071,,2397364,child.n.01,,97,37,13,150,3766748,be.v.01,children,2397362,child.n.01,85,97,215,181,are behind
children,2353071,,2397365,child.n.01,,85,31,219,141,3766749,be.v.01,children,2397362,child.n.01,85,97,215,181,are behind
children,2347042,,2405787,ottoman.n.01,,73,107,391,152,3844195,sit.v.01,children,2405786,child.n.01,84,101,397,97,sitting on
children,2348221,,2595144,uniform.n.01,,91,147,304,140,3829249,wear.v.01,children,3606686,child.n.01,259,461,2,72,wearing
children,2348438,,3905639,,,211,328,73,221,4419525,,children,3905638,,179,412,86,253,having a meal
children,2348438,,3905639,,,211,328,73,221,4419524,,children,3905638,,179,412,86,253,having a meal
children,2348438,,3905633,,,133,86,98,214,4419518,,children,1960138,child.n.01,257,236,227,61,sitting at on a
children,2348438,,3905633,,,133,86,98,214,4419517,,children,1960138,child.n.01,257,236,227,61,sitting at on a
children,2348438,,3905632,,,141,60,106,228,4419516,,children,2308716,child.n.01,329,475,14,101,sitting at on a
children,2348438,,3905632,,,141,60,106,228,4419515,,children,2308716,child.n.01,329,475,14,101,sitting at on a
children,2348826,,3124540,field.n.01,,270,500,0,11,3820916,play.v.01,children,2410988,child.n.01,140,45,292,86,playing in
children,2359575,,3765023,street.n.01,,156,498,0,175,4210859,walk.v.01,children,3765020,child.n.01,41,19,68,167,walking across
children,2348962,,3904311,fence.n.01,,197,372,0,300,3818797,be.v.01,children,3446724,child.n.01,231,135,92,267,are on a
children,2349410,,3903340,,,223,493,0,77,4415037,,children,2591738,child.n.01,122,62,216,94,playing
children,2349410,,3903340,,,223,493,0,77,4415036,,children,2591737,child.n.01,135,49,119,83,playing
children,2349410,,3903340,,,223,493,0,77,4415035,,children,2591736,child.n.01,177,71,4,105,playing
children,2349410,,3903340,,,223,493,0,77,4415034,,children,2591735,child.n.01,75,42,1,99,playing
children,2349410,,3903340,,,223,493,0,77,4415033,,children,2591734,child.n.01,97,29,110,97,playing
children,2349410,,3903340,,,223,493,0,77,4415032,,children,2591733,child.n.01,61,32,183,128,playing
children,2349647,,2368673,cow.n.01,,182,165,146,120,3809408,walk.v.01,children,2368671,child.n.01,232,140,30,107,walking by
children,2351855,,857760,fence.n.01,,243,331,0,209,2453414,about.r.07,children,857759,child.n.01,89,107,2,403,near
children,2352307,car,2493512,car.n.01,1900431,126,183,67,327,4239219,in.r.01,children,3783800,child.n.01,212,159,120,122,in
children,2349277,eleohant,2173539,,"1902878 , 2306458",168,223,134,101,3814492,watch.v.01,children,1937722,child.n.01,90,190,5,284,watching
children,2345520,,2536557,chair.n.01,,80,69,112,145,3867647,sit.v.01,children,3624042,child.n.01,200,489,10,117,sitting on
children,2359575,,3765023,street.n.01,,156,498,0,175,4210860,walk.v.01,children,3765021,child.n.01,32,20,11,173,walking across
children,2361126,,3756662,street.n.01,,133,410,75,67,4193532,across.r.01,children,1960072,child.n.01,40,56,150,63,across
children,2369096,,613972,umbrella.n.01,,93,322,25,32,1576240,under.r.01,children,613971,child.n.01,153,191,159,115,under
children,2369096,,613972,umbrella.n.01,,93,322,25,32,1576239,under.r.01,children,613971,child.n.01,153,191,159,115,under
this,4389,,4370951,,,97,129,190,104,4711106,,this,4370950,,273,496,20,60,an urban
this,2340792,,945907,glass.n.01,,86,49,442,94,4446625,,this,3922474,,16,17,137,282,a
this,2340792,,945907,glass.n.01,,86,49,442,94,4446624,,this,3922473,,110,50,409,144,a
