word_en_translate,image_id,questions,que_and_anw_id,answers
next,2392270,what is he next to,673631,water
next,2404980,what is next to it,279267,curtain
next,2385416,what is next to it,423204,the dog
next,2392327,who s next to sign,1558920,worker
next,2338840,what is next to it,332579,a bird
next,2401930,what is he next to,665904,lights
next,2380674,what is it next to,491041,rocks
next,2380613,what is next to it,555061,a jug
next,2395623,who is next to him,223147,man with white top
next,2355012,what is next to it,575530,car
next,2369667,what is next to man,1827955,empty chair
next,2357989,what is next to him,637067,bags
next,2401302,what is next to her,218615,a bag
next,2365175,what is next to kid,1736458,bushes
next,2332127,what is man next to,785714,the screen
next,2360301,what is next to the,1638968,a large fire truck
next,2363425,what is car next to,1701400,tree
next,2373844,who is next to kite,1914453,the woman
next,2373844,who is next to kite,1914445,the woman
next,2408237,what is next to man,190490,coffee thermos
next,2355803,what is next to her,254974,a couch
next,2403790,what is next to bed,1290278,lamp
next,2400763,what is next to cow,1229211,another cow
next,2359698,what is next to boy,1626377,covered motor
next,2373252,what is next to man,1902099,truck
next,2401448,what is next to jet,1244353,grass
next,2372339,what is next to bed,1882603,pole
next,2358897,what is next to him,444172,dog
next,2407387,what is man next to,1205633,surfboard
next,2402959,what is next to him,345261,board
next,2372735,what is next to man,1891297,brown and gravel ground
next,2401900,what is next to him,281655,a drink
next,2341486,what is next to him,778241,the car
next,2359467,what is next to mug,1621928,black cable
next,2394933,what is man next to,1508477,bicycle
next,2365166,what is next to cat,1736242,envelope
next,2324975,what is next to him,856548,water bottle
next,2369303,what is next to cat,1820488,sink
next,2335979,what is next to her,398844,pavement
next,2377474,what is next to him,493601,the dog
next,2369152,what is next to him,564230,red cup
next,2397542,what is next to him,221617,bag
next,2402800,what is next to car,1269140,walkway
perfect,2344717,why is it perfect,454665,protein starch and vegetable
perfect,2405634,what would make the water perfect,1165834,to be clear and blue
to someone,2402041,how is the man talking to someone,1254849,cell phone
against,2393437,what is against wall,1564650,bike
against,2362052,what is against wall,1673449,sink
against,2362052,what is against wall,1673443,tub
against,2360765,what is against wall,1648591,couch
against,2358904,what is against wall,1611061,pillow
against,2363675,what is against wall,1706346,couch
against,2365694,what is against wall,1746970,light beam
against,2362052,what is against wall,1673450,toilet
against,2360370,what are against car,1640284,green bananas
against,2411608,what is against pole,1333171,bicycle
against,2359980,what is against wall,1632265,drawers
against,2401214,what is against pole,1239111,sign
against,2409156,what is against wall,1075874,red motorbike
against,2361296,what is against wall,1659219,mirror
against,2363675,what is against wall,1706345,blue sofa
against,2359245,what is against wall,828024,folded stool
against,2401671,what against the wall,1248739,sink
against,2360099,what is board against,1634785,white wall
against,2361868,what is person against,1670103,cabinet
against,2389561,what is against a wall,1419227,the headboard
against,2366175,what is against a wall,1756353,a surfboard
against,2375878,what is against a wall,1954845,a ladder
against,2410731,what is the bed against,1314833,wall
against,2392850,what is the cat against,1436386,laptop
against,2374276,what s the bush against,1922769,wall
against,2371213,what is against the sky,1858703,statue
against,2397881,what is against the sky,1460099,telephone line
against,2394839,what is the bed against,1507934,wall
against,2366168,what are against a wall,1756197,toilets
against,2391507,who is against the wall,1363196,a boy
against,2391767,what is against the sky,1364591,clouds
against,2359883,what is against the bed,1630203,headboard
against,2407373,what is against the sky,1205283,trees
against,2366168,what is against on wall,1756191,toilet
against,2396077,what is against the sky,1514234,rocky mountains
against,2366168,what are against a wall,1756198,toilets
against,2389210,what is against the sky,1350621,white clouds
against,2365266,what is against the bed,1738286,pillow
against,2366168,what are against a wall,1756199,bathroom toilets
against,2366168,what are against a wall,1756200,toilets
against,2366164,what is up against wall,1756134,skateboard
against,2404206,what is the pot against,1299014,a wall
against,2371813,what is against the wall,1871508,blue and white chair
against,2372859,what is against the wall,1894030,stainless stell rerigerator
against,2393837,what is against the wall,1440390,the kitty s back
against,2371481,what is against the wall,1864580,a kitchen
against,2404332,what is against the wall,1302036,headboard
against,2372750,what is against the wall,1891648,a wood table
against,2371089,what is against the tree,1856227,a teddy bear
against,2370957,what is against the wall,1853394,a mirror
empty,2413615,what is empty,1010536,the shelf
empty,2407225,what is empty,1201859,the road
empty,2413597,what is empty,1010153,a glass
empty,2406966,what is empty,1196528,seats
empty,2407611,what is empty,1042338,the chairs
empty,2406328,what is empty,1181817,shelf
empty,2408892,what is empty,1069738,tall cup
empty,2414115,what is empty,1019025,glasses
empty,2405020,what is empty,1151590,the sink
empty,2405566,what is empty,1163849,shelves
empty,2368462,what is empty,244885,plastic cup
empty,27,what is empty,989477,the table
empty,6,what is empty,987776,white plate
empty,6,what is empty,987772,black chairs
empty,2412606,what is empty,1128601,seats
empty,2408285,what are empty,1056461,seats
empty,2409130,what are empty,1075275,seats
empty,2361599,why is it empty,378351,not in use
empty,2333162,why is it empty,272913,no patients
empty,2360455,how empty is it,1642085,very empty
empty,2403245,what sits empty,1278504,a chair
empty,2374095,what hand is empty,1919447,left hand
empty,2362463,what is half empty,1681765,glass
empty,2408343,why is photo empty,1057836,no people
empty,2369945,what seat is empty,1833382,the bench
empty,2396986,what is empty here,1455371,chair
empty,2361724,why are they empty,826049,no one is cooking
empty,2359144,why is plate empty,828111,food was eaten
empty,2354083,what hand is empty,256348,the left
empty,2415834,why are they empty,937819,no one is there
empty,2387335,why are they empty,485710,they are new
empty,2381905,what track is empty,809895,the middle track
empty,2371874,what plate is empty,1872844,the small one
empty,2397465,what shelf is empty,1520384,top shelf
empty,2394867,what track is empty,1381274,left one
empty,2373797,who has empty hands,1913406,the woman on the left
empty,2373819,what chair is empty,1913904,the tan one
empty,2409331,what plate is empty,1079869,plate on right
empty,2408968,why is the hat empty,1071495,no one wearing it
empty,2366500,why is the bed empty,310935,no one is there
empty,2353509,why is the cup empty,640650,it s pretend coffee
empty,2360038,what is empty object,1633414,bench
empty,2361206,why is the bed empty,762465,awake
empty,2367340,why is kitchen empty,310437,closed
empty,2344319,why is the tub empty,392172,nobody is in it
empty,2354691,why is hallway empty,703684,between trains
empty,2377416,what items are empty,1984678,a boat
empty,2368891,what is nearly empty,1812034,a wine glass
empty,2414887,why is the sky empty,1032927,no clouds
empty,2414147,what is almost empty,1023956,the drinking cup
possible,2409330,what color is the word possible,1079847,red
possible,2388179,what is the possible time of day,1412405,morning
possible,2402342,how many possible colors could it be,217778,
possible,2396606,where was possible the picture taken,1390237,in europe
possible,2397551,what is shining to make shadows possible,1520777,sun
possible,2399679,where is a location where vision into the window is possible,1407095,lower part of window
much,2404156,how much food,408306,quite a bit
much,2390312,how much birds,1423480,eleven
much,2361164,how much vases,1656754,
much,2402285,how much girls,1259324,
much,2411302,how much cow s,1326732,heard s
much,2403176,how much boats,1276954,
much,2403375,how much bikes,1281469,
much,2403176,how much boats,1276949,
much,2362353,how much bikes,1679563,
much,2362416,how much bears,1680853,
much,2391723,how much zebras,1491426,
much,2362353,how much riders,1679564,
much,2411460,how much clocks,1330079,
much,2402876,how much horses,1270568,several of them
much,2361285,how much planes,1659046,
much,2395620,how much zebras,1449234,
much,2396023,how much hooves,1450918,
much,2340450,how much is gas,715084,
much,2361201,how much riders,1657410,
much,2393691,how much people,1501510,
much,2398122,how much hotdogs,1461614,
much,2398437,how much animals,1463668,
much,2411290,how much sheep s,1326400,three
much,2362002,how much benches,1672467,
much,2393094,how much burgers,1498919,
much,2362008,how much animals,1672589,
much,2367011,how much surfers,1772828,
much,2415214,how much to park,134630,
much,2377754,how much is there,1989832,two
much,2358342,how much is eaten,1598611,half
much,2366019,how much frisbees,374813,one
much,2354982,how much is eaten,255634,one bite
much,2403173,how much vehicles,1276857,
much,2362027,how much hydrants,1672969,
much,2393535,how much giraffes,1500799,
much,2350719,how much is enough,387054,enough s enough
much,2392877,how much elephants,1497737,
much,2394277,how much dogs here,1504575,
much,2396023,how much elephants,1450916,
much,2401242,how much suitcases,1239785,
much,2362416,how much bear legs,1680859,
much,2367055,how much elephants,1773628,
much,2358595,why so much in sand,508702,trash
much,2365936,how much food is it,438640,an entire dish
much,2367423,how much sandwiches,1780813,
much,2414001,how much is a donut,1017429,
much,2413169,how much is the toy,1142401,two dollars
much,2399779,how much is a donut,1531865,cents
much,2355936,how much is the fine,446375,three hundred fifty dollars
much,2360877,how much is the fare,442637,depends on the city
step,2364245,where is the step,1718036,in the aisle
step,2389223,where is the step,1479149,in front of the door
step,2365570,what is step color,1744508,blue
step,2409290,who is on the step,1079030,a woman
step,2373738,what is on the step,1912156,a baseball bat
step,2390240,what is on the step,1423078,hydrant
step,2364202,what is on the step,1717193,a black and tan dog
step,2360386,what is on the step,1640685,cigarettes and lighter
step,2374185,what says step child,816066,board
step,2397747,how is the step made,1459348,of patterned steel
step,2413870,what is the step for,145429,to get into the tub
step,2361057,what is on step stool,442495,cardboard container
step,2319365,where is a step stool,901431,room behind girl
step,2358512,where is the door step,1602227,in front of the woman
step,2397747,what shade is the step,1396326,silver
step,2406809,what color is the step,201918,black
step,2341261,where is the step stool,330639,under the man
step,2384627,what color is door step,743721,blue
step,2359239,where is a step next to,1617728,the toilet
step,2369605,where is the step stool,819736,bottom middle shelf
step,2399681,what is on the top step,1407110,cauliflower
step,2351727,where is the step stool,770038,near the shelving
step,2348529,where is the step stool,644633,to the right of the desk behind the chair
step,2375994,what is the step made of,1957408,poured concrete
step,2413870,what is the step made of,1021839,marble
step,2361057,what color is step stool,442489,yellow
step,2393876,where is the step ladder,1440578,behind the trailer
step,2388213,who is sitting on a step,548981,a woman
step,2374858,who is sitting on a step,1935008,the man
step,2405588,what is the step made of,1164538,stone
step,2373129,what is lowered with step,1899687,airplane door
step,2370608,what is used to step up on,1845945,stool
step,2371602,who is sitting on the step,242373,a boy
step,2400373,what is on top of the step,1220259,wooden door
step,2358997,what is on the bottom step,1612991,a black dog
step,2394575,what is walking down a step,1443871,zebra
step,2375366,what design is on each step,1944554,blue tile
step,2392312,who would use the step stool,1494626,someone who wants to reach higher
step,2326551,what is the step attached to,726180,engine
step,2334848,what color is the step stool,655569,brown
step,2323761,what color is the stone step,866265,grey
step,2397747,what is the step made out of,1396325,metal
step,2333294,what color are the step tops,528944,yellow
step,2392312,what is above the step stool,1558808,the bathroom sink
step,2400531,what can the step be used for,1223879,jumps
step,2366713,where is person about to step,1767382,on banana skin
step,2389088,what giraffe is taking a step,1416609,the one on the left
step,2360272,what color is the step ladder,571337,blue
step,2363539,what is the color of the step,376799,silver
step,2344060,what color are the step stools,328400,yellow brown
these,2417528,who are these,951376,a man and a woman
these,2417344,who are these,949901,players
these,2417370,who are these,950107,players
these,2336334,who are these,526517,people
these,2417171,who are these,948519,women
these,2336245,who are these,846421,three men
these,2417664,who are these,952464,people
these,2367026,who are these,757807,people
these,2417888,who are these,954257,people
these,2357477,who are these,445256,people
these,2416701,who are these,944760,people
these,2357320,who are these,317792,skaters
these,2416577,who are these,943765,people
these,2315520,who are these,932189,people
these,2325584,who are these,854960,two men
these,2417786,who are these,953440,players
these,2344784,who are these,839600,two women
these,2417775,who are these,953348,people
these,2354404,who are these,831904,two people
these,2403910,what are these,664318,a bunch of teddy bears
these,2321766,what are these,882220,animals
these,2351277,what are these,449880,bananas
these,2353817,what are these,447977,fruits
these,2412369,what are these,1123221,brick columns
these,2349427,what are these,771876,luggages
these,2349387,what are these,771906,fruits
these,2349709,what are these,643686,birds
these,2348337,what are these,452040,giraffes
these,2403799,what are these,1290469,street signs
these,2417966,what are these,954875,suitcases
these,2347642,what are these,261504,kites
these,2361174,what are these,1656926,two front bear paws
these,2361108,what are these,1655724,green leaves
these,2360237,what are these,1637601,metal blades
these,2359989,what are these,635460,bird
these,2413750,what are these,146384,kites
these,2401860,what are these,281680,ornaments
these,2354405,what are these,831890,bunches of banana
these,2412055,what are these,1116430,skiers
these,2320987,what are these,888450,sheep
these,2357317,what are these,445384,stuffed animals
these,2357285,what are these,829591,stuffed animals
these,2355607,what are these,766930,dogs
these,2321152,what are these,887130,aeroplanes
these,2354764,what are these,964491,bulls
these,2402167,what are these,729682,bottles
these,2409629,what are these,1085890,planes
these,2341551,what are these,714196,boats
these,2412459,who buys these,156716,people who eat lunch on the run
these,2326506,what are these,964634,cattle
him,2396053,who is with him,542734,no one
him,2353572,who is with him,576682,no one
him,2407155,who is with him,199149,no one
him,2354855,who is with him,511692,no one
him,2328934,who is with him,532432,a man in white
him,2405464,who is with him,212674,no one
him,2407936,who is with him,192902,no one
him,2361585,who is with him,826152,nobody
him,2387262,who is with him,229847,no one
him,2361858,who is with him,378147,no one
him,2366373,who is with him,566447,no one
him,2327063,who is with him,277644,no one
him,2327029,who is with him,661814,a woman
him,2350766,who is with him,770816,nobody
him,2369094,who is with him,500310,no one
him,2349967,who is with him,771448,no one
him,2394559,who is with him,351982,no one
him,2394140,who is with him,287446,no one
him,2374757,who is with him,431709,no one
him,2413310,who is with him,149909,no one
him,2371992,who is with him,561961,no one
him,2393849,who is with him,608379,nobody
him,2400582,who is with him,219185,no one
him,2413314,who is with him,149875,nobody
him,2349907,who is with him,771497,nobody
him,2352621,what is near him,321547,the wave
him,2395273,what is over him,543352,unbrellla
him,2335011,what is with him,719417,a dog
him,2399402,what is under him,220130,shadow
him,2349931,who is behind him,707494,a lady
him,2401221,who is behind him,282174,opponent
him,2398802,what is below him,220612,snow
him,2368694,what is under him,500626,a skateboard
him,2356394,who is around him,510470,people
him,2397396,what is under him,413702,water
him,2369153,what is above him,564222,tree branch
him,2373353,what is below him,560866,surfboard
him,2394072,what is under him,544322,wave
him,2375998,what is under him,366838,the board
him,2390153,what is below him,547452,shadow
him,2381968,what is under him,617889,snow
him,2382136,what is below him,425825,a skateboard
him,2398658,what is under him,348711,water
him,2343034,what made him wet,521157,the ocean
him,2347838,what is below him,389365,a shadow
him,2325660,who is behind him,343109,a lady
him,2318723,what is under him,906563,the computer
him,2322552,what is below him,875933,skateboard
him,2323866,what is under him,865424,a surfboard
him,2327381,what is below him,341721,shadow
late,2324620,who is late,859387,the man pushing the cart
late,2388223,how late is it,229069,nearing dusk
late,2368584,how late is this game,1805792,evening
late,2395913,what shape is the late,1578212,round
late,2369042,what food is on thep late,1815169,cake
late,2357077,how late in the day is it,467641,afternoon
late,2395191,what is the late sitting on,1383223,a table
late,2366120,how are the water at the late,1755103,black
late,2390631,how late is the restaurant open,1486239,hours
late,2363689,how late is the restaurant open,1706699,around the clock
late,2369104,who is looking for a late night snack,1816403,a boy
late,2365883,why do we think the time is late in the day,1750471,because there is little natural light coming from the uncurtained window
late,2407858,why might we suspect the season is late fall or early winter,1047288,the tree on the right is bare with no leaves
late,2362077,why would we assume the season is neither winter or late fall,1674025,the trees are leafy and green
accept,2409851,what s the slot at front accept,1091175,discs
accept,2363176,what magazine will accept this photo,1695989,national geographic
accept,2329943,how many cards does the meter accept,275407,
accept,2399141,what type of currency does the meter accept,283725,coins
accept,2333603,what type of currency does the meter accept,272559,coins
accept,2403208,how many credit cards does the business accept,600896,
accept,2358848,what kind of credit cards does the shop accept,1609869,visa mastercard american express discover
powerful,2358115,what has a powerful motor,1594307,the bus has a powerful motor
powerful,2361596,where are the powerful elephants,1664835,on the grass
powerful,2369322,what is this powerful animal that hibernates,1820873,bear
to the man,2339788,what next to the man,651612,a statue
to the man,2376620,who is next to the man,1970400,a child
to the man,2358681,who is next to the man,1606044,little boy
to the man,2393813,who is next to the man,1502113,a lady
to the man,2401622,who is next to the man,1247745,a woman
to the man,2356168,who is next to the man,638527,a woman
to the man,2360242,what s next to the man,1637727,walker
to the man,2395412,who is next to the man,1448284,his wife
to the man,2352396,who is next to the man,449044,a woman
to the man,2410783,who is next to the man,1315914,a woman
to the man,2396361,what s next to the man,1515483,parking meter
to the man,2403033,who is next to the man,1273836,a woman
to the man,2405103,who is next to the man,215563,the dog
to the man,2368614,who is next to the man,1806448,a woman
to the man,2374964,who is next to the man,1937091,an empty chair
to the man,2413729,who is next to the man,1012849,lady
to the man,2398900,who is next to the man,1466172,a little boy
to the man,2320989,who is next to the man,888436,another man
to the man,2389523,who is next to the man,1543589,an elephant
to the man,2362415,who is next to the man,1680829,two kids
to the man,2402741,who is next to the man,1267865,a woman in glasses
to the man,2372956,who is next to the man,1896169,a woman is standing next to the man
to the man,2377091,who is next to the man,685766,a man in a suit
to the man,2388415,what is next to the man,1475916,the ocean
to the man,2388415,what is next to the man,1537976,water
to the man,2388064,what is next to the man,1474448,fence
to the man,2380813,what is next to the man,554895,a bear
to the man,2376846,what is next to the man,1974700,a patch of snow
to the man,2389599,what is next to the man,1419433,pond
to the man,2376563,what is next to the man,1969213,traffic light
to the man,2375759,what is next to the man,1952328,a backpack
to the man,2375360,what is next to the man,1944433,donkey
to the man,2375046,what is next to the man,1938603,a rock
to the man,2374964,what is next to the man,1937090,three empty seats
to the man,2374964,what is next to the man,1937092,rectangular window
to the man,2373872,what is next to the man,1915068,a bunch of bags and clothes
to the man,2373393,what is next to the man,1904942,a baby elephant next a man
to the man,2387980,what is next to the man,304739,trees
to the man,2390373,what is nest to the man,1548477,three small moulded vase
to the man,2392425,what is next to the man,1368206,trees
to the man,2391262,what is next to the man,1489197,concrete ashtray
to the man,2398722,what is next to the man,1593456,water
to the man,2398715,what is next to the man,1593408,rocks
to the man,2398608,what is next to the man,1592895,a black bag
to the man,2398598,what is next to the man,1592835,water
to the man,2398261,what is next to the man,284395,a bus
to the man,2398261,what is next to the man,1524413,a city bus
to the man,2397859,what is next to the man,1396946,window
to the man,2397607,what is next to the man,733334,a building
to the man,2397533,what is next to the man,1586477,a ball
area,2391172,how is the area,1552822,grassy
area,2366585,how is the area,1764641,grassy
area,2412893,how is the area,1135612,grassy
area,2360668,how is the area,1646543,foggy
area,2334678,how is the area,399895,busy
area,2365162,how is the area,1736164,grassy
area,2358568,what is in area,1603466,animals
area,2348361,how is the area,324952,crowded
area,2370387,what is the area,1841609,a camp site
area,2393312,what is the area,544927,mountainous
area,2364210,what is big area,1717354,sky
area,2359816,what is the area,1628932,grass
area,2372742,what is the area,1891447,grass
area,2361908,what shower area,1670783,bathtub
area,2361913,what is area for,1670879,parking
area,2389906,what area is this,1354546,waiting area
area,2348849,what area is this,644375,a station
area,2375335,what type of area,1943886,dining
area,2375472,what is this area,1946672,lakeside side
area,2363707,where is the area,1707087,a music producers booth
area,2364124,what type of area,1715597,garden
area,2344393,what area is this,583983,business
area,2372187,what area is this,1879394,the bush
area,2375472,what is this area,1946676,a forest
area,2417981,what area is this,955000,tarmac
area,2390207,what area is this,1547511,city
area,2390477,what area is this,1357866,urban
area,2365383,what area is this,1740733,bathroom
area,2384293,what area is this,552113,country
area,2398011,what area is this,1589164,rural
area,2409259,what is this area,1078328,a camping area
area,2333054,what is this area,529135,a kitchen
area,2398028,what area is this,1523091,shipping yard
area,2388492,what area is this,1538409,village
area,2371931,what area is this,1873950,enclosure
area,2364784,what area is this,1728649,wooded
area,2408651,what is this area,187179,a picnic area
area,2371980,what kind of area,1874948,dirt
area,2364512,what area is this,1723466,rural
area,2390305,what is this area,1484480,a park
area,2351391,what area is this,706326,an arena
area,2398776,what area is this,1593711,town square
area,2389766,what area is this,1544928,luggage
area,2356470,what area is this,702270,a school
area,2363317,what is this area,1698962,batter box
area,2359660,what area is this,1625728,alleyway
area,2359742,what area is this,1627283,city
area,2359054,what area is this,1614197,city
area,2360051,what type of area,1633691,walking
area,2388779,what area is this,1539681,port
if you want,2395178,what side should you be on if you want to go to chambers st,351491,left
will go,2382020,who will go here,295730,people riding train
will go,2379721,who will go in plane,297146,people
will go,2397890,what will go inside the glasses,1397128,wine
will go,2363785,what condiment will go with the fries,1708585,ketchup
will go,2391637,what is the next number the hour hand will go to,1490950,
will go,2388280,what is the next number the hour hand will go to,1412885,
seven,2361854,what has seven posts,1669860,the railing
seven,2404565,what has seven panels,1307771,a window
seven,2387712,what are there seven of,1410036,chairs
seven,2388845,where is seven up going,804345,to a party
seven,2413537,where are the seven bags,1008830,sitting on the counter
seven,2389285,where is the number seven,1542252,clock
seven,2391777,where is the number seven,418143,the first bus
seven,2411646,what is the seven bundles,1334032,yellow bananas
seven,2362142,where are the seven people,1675409,in the park
seven,2348456,what is the word for seven,451953,home
seven,2404613,where are the seven flowers,1308947,blanket
seven,2367586,where are the seven benches,1784300,along the boardwalk
seven,2409686,where are the seven bananas,1087166,in a basket
seven,2329806,what says number forty seven,787583,the bike
seven,2390850,what seven items are in a row,1487351,surfboards
seven,2351776,when will it be seven o clock,449507,minutes
seven,2389912,where is the seven eleven sign,547654,the lower center
seven,2348416,what color is the number seven,451985,black
seven,2363335,what is behind the seven boats,1699315,a large boat that is gray
seven,2393831,what are the seven people doing,1566462,skiing
seven,2331658,where is the seven eleven located,402306,on the right
seven,2396684,what container costs seven dollars,1581847,container on left
seven,2348416,where is the black number seven located,451991,behind the green car
seven,2365039,what is there seven of showing on the zebras,1733769,legs
seven,2400018,what are the seven largest letters in this photo,347622,takeovr
seven,2350833,where is seven thousand one hundred twenty five at,578863,on the bus
seven,2409881,what color is the seven o clock position candy cane,1091868,red green and white
seven,2392258,what are the seven lines on the right of the picture,1494349,power lines
children,2417920,how many children,954509,one
children,2411758,how many children,1111914,
children,2327082,how many children,277634,one
children,2374227,how many children,752039,one
children,2327290,how many children,725595,
children,2329615,how many children,531880,one
children,2348518,how many children,388821,one
children,2412567,how many children,1127594,two
children,2346484,how many children,838238,two
children,2330815,how many children,530919,two
children,2364424,how many children,823885,two
children,2407203,how many children,1201360,two
children,2369392,how many children,564035,three
children,2344076,how many children,468499,two
children,2411300,how many children,165989,
children,2365887,how many children,758706,
children,2355060,how many children,319602,four
children,2325207,how many children,791257,
children,2405301,how many children,1157392,one
children,2409049,how many children,1073403,three
children,2398947,how many children,732258,two
children,2409331,how many children,181737,
children,2324066,how many children,863823,one
children,2323432,how many children,868896,two children
children,2414883,how many children,1032821,two
children,2408638,how many children,1064332,
children,2315463,how many children,932647,five
children,2361469,how many children,634282,
children,2398674,what children doing,1526623,waiting
children,2362778,who are the children,1688286,native island children
children,2399355,what children playing,1468300,video game
children,2397511,where do children run,1520605,on a sidewalk
children,2401443,what are the children,1244275,a group
children,2351996,why are children here,449348,a demonstration
children,2406113,where are the children,1176002,laying in bed
children,2366740,where are the children,1767978,beach
children,2375944,where are the children,1956312,in an indoor playground
children,2366565,where are the children,1764231,on the field
children,2366776,where are the children,1768588,on the surfboard
children,2332326,where are the children,785564,on top of the bench
children,2367502,where are the children,1782494,on the bed
children,2382445,where are the children,809460,in the farm
children,2365720,where are the children,1747501,on the sidewalk
children,2332033,where are the children,593855,in the ocean
children,2366811,where are the children,1769269,seated at a classroom table
children,2407134,where are the children,1199820,a tennis court
children,2366650,where are the children,1766075,bathroom
children,2408614,where are the children,1063818,in a field with soccer balls
children,2378778,where are the children,364613,school
children,2408614,where are the children,1063820,on the soccer field
this,2417576,who is this,951761,no one
this,2332244,who is this,849632,man
this,2344794,who is this,519744,man
this,2319929,who is this,896915,girl
this,2339288,who is this,652017,a woman
this,2415885,who is this,964803,a man
this,2319928,who is this,896929,boy
this,2375536,who is this,431090,a crowd of people
this,2316088,who is this,927648,man
this,2388489,who is this,612667,man
this,2352811,who is this,705192,no one
this,2417534,who is this,951423,lady
this,2371088,who is this,626594,man
this,2416778,who is this,945372,a man
this,2325585,who is this,854946,no one
this,2416777,who is this,945363,no one
this,2352725,who is this,833236,a boy
this,2332368,who is this,657548,a man
this,2417575,who is this,951748,no one
this,2334555,who is this,527930,racer
this,2319784,who is this,898081,man
this,2358685,who is this,828471,no one
this,2325314,who is this,535329,a man
this,2325304,who is this,855178,a man
this,2325284,who is this,855198,a woman
this,2381678,who is this,362289,lady
this,2336891,who is this,717929,surfer
this,2401587,who is this,730149,lady
this,2348688,who is this,644515,man
this,2332125,who is this,849719,no one
this,2367688,who is this,629313,surfer
this,2417471,who is this,950914,a man
this,2409385,who is this,181304,a woman
this,2324803,who is this,857924,man
this,2417472,who is this,950924,a man
this,2334925,who is this,847478,no one
this,2332408,who is this,657517,man
this,2334924,who is this,847485,a man
this,2381802,who is this,234210,a businessman
this,2353227,who is this,768836,man
this,2360516,who is this,442930,lady
this,2417497,who is this,951124,no one
this,2415859,who is this,938023,no one
this,2337044,who is this,845792,a man
this,2320016,who is this,896220,lady
this,2417516,who is this,951277,man
this,2417517,who is this,951282,no one
this,2408346,who is this,189616,a man
this,2353277,who is this,448360,skater
this,2348689,who is this,644500,man
inner,2400786,what color is inner mat,730797,blue
inner,2406151,what color is inner court,1176998,grey
inner,2412784,what color is the inner court,1132950,blue
inner,2407340,what color is the inner frame,197670,gold
inner,2321409,what color is the inner court,885081,red
inner,2360395,how does the inner top look like,1640890,black
inner,2391821,what numerals are the inner ring,1431274,roman
inner,2397548,what is covering the inner ground,1520770,grass
inner,2375428,what is next to the inner car door,1945759,a fluffy dog
inner,2336212,what color is the inner toilet bowl,590538,white
inner,2405268,what color is the hanging inner tube,1156696,green
inner,2320801,what color is the inner tennis court,889945,blue
inner,2394784,what is the shape of the inner window,1380772,a key hole
inner,2366644,what is on the inner walls of the vase,1765977,bubbles
inner,2376562,what is on the inner walls of the rink,1969201,grafitti
inner,2351550,how many inner rungs does the gate have,706208,
inner,2404690,what is the main color of the inner bowl,1310597,white
inner,2401780,what is the main color of the inner bowl,1250815,blue
inner,2385735,what color is her inner most visible shirt,486988,yellow
inner,2390082,where is the sheep with the pink inner ear,1422176,front right
inner,2402295,what is the main color of the inner fridge,1259528,white
inner,2406829,how many circles are around the inner edge,1193733,twelve
inner,2392694,what pattern is on the inner shower curtain,481426,flowers
inner,2400376,what is the fur color in the cat s inner ear,1220351,white
inner,2328585,what color is the inner portion of the bread,852549,white
inner,2365088,what shape does the inner part of the clock make,1734682,a circle
inner,2363303,why is a woman carrying a large black inner tube,1698658,she is going to use it as a sled
inner,2385735,what color is the shirt on top of the inner most visible one,486989,white
inner,2410066,what color is the inner tube in the right center of the scene,175863,blue
inner,2372021,what items are spaced along the inner side of the wooden block,1875813,green poles
inner,2370662,what vegetable is located on the inner side of the dinner plate,1847032,golden brown french fried
a,2410398,what has a m,1102749,woman s white tennis outfit
a,2336062,where is a cd,270624,on a table
a,2410357,who has a hat,1101953,the man
a,2369148,who has a bag,628144,the man
a,150438,who has a box,1020716,the man
a,2379061,who has a bat,297515,the batter
a,2378873,what is g a b,556449,initials
a,2408538,who is a baby,188085,elephant
a,2322019,who has a wig,880195,the man in the white shirt
a,2392373,where is a go,1559163,cardiff
a,2336734,why use a bat,526195,to strike the ball
a,2412767,where is a tv,1132524,on a dresser
a,2318751,who has a tie,906344,the man
a,2337356,what is a r d,469414,a robot
a,2357225,who has a hat,829637,the man
a,2328716,who has a dog,464368,woman
a,2381058,where is a tv,362786,on the floor
a,2372301,who has a bag,307917,woman in black
a,2341051,who has a bat,714598,boy
a,2331130,what is a cat,722530,an animal
a,2413744,who has a tie,1013098,the man
a,2349890,where is a tv,707531,on a table
a,2360812,where is a man,1649555,on the back of the elephant
a,2409651,where is a bag,1086349,on the table
a,2371040,who has a tail,1855248,the cat
a,2323502,where is a tie,868337,around man s neck
a,2396417,who has a tail,1515716,the cows
a,2390680,what has a tag,1486497,red bag
a,2359967,who has a mane,1631980,horse
a,2355262,where is a hat,255413,on a man s head
a,2393688,where is a gun,1439740,woman in hay s hand
a,2404523,where is a rug,1306717,on the floor
a,2372524,where is a mug,1886721,on a saucer
a,2366406,where is a hat,1761002,on a guy s head
a,2390655,where is a cup,1550168,on a saucer
a,2369843,who has a tail,1831373,the horse
a,2408532,where is a cat,1062050,in a sink
a,2364653,where is a car,1726198,on the road
a,2411398,who has a tail,1328678,dog
a,2375611,what has a lid,1949369,white container
a,2412177,where is a bus,1119186,on the street
a,2396379,where is a rug,1389264,on the floor
a,2412382,where is a rug,1123554,on the floor
a,2359245,where is a rug,1617824,on the floor
a,2404558,where is a tie,1307591,around man s neck
