lemma_en_translate,object_id,names,image_id,attributes,synsets,height,width,x_koor,y_koor
maybe,312796,switchplate,2411379,maybe keyholder,,8,13,219,280
maybe,288019,meat,2406930,maybe on counter,meat.n.01,44,67,325,204
maybe,217258,herbs,2410451,garnish too maybe,herb.n.01,104,90,93,117
maybe,313815,sand,2411302,maybe potting soil,sand.n.01,54,81,1,204
maybe,253716,apple,2408858,"red , maybe pepper",apple.n.01,73,94,400,178
maybe,344538,tail,2404281,"wispy , maybe real",tail.n.01,72,40,416,169
maybe,255104,flower,2408789,"yellow , maybe leaf",flower.n.01,6,10,110,19
maybe,355857,train,2403175,maybe toy train [?],train.n.01,96,499,0,188
maybe,217269,granite,2410451,maybe black marbled,granite.n.01,142,266,108,358
maybe,255105,flower,2408789,"yellow , maybe leaf",flower.n.01,3,7,99,38
maybe,255103,flower,2408789,"yellow , maybe leaf",flower.n.01,8,7,119,28
maybe,224795,power line,2410154,maybe telephone line,power_line.n.01,29,121,1,90
maybe,224796,power line,2410154,maybe telephone line,power_line.n.01,18,73,0,124
maybe,224797,power line,2410154,maybe telephone line,power_line.n.01,9,24,1,154
maybe,357003,nightstand,2403056,"brown , maybe wooden",,57,62,43,267
maybe,224792,power line,2410154,maybe telephone line,power_line.n.01,56,220,24,0
maybe,224794,power line,2410154,maybe telephone line,power_line.n.01,16,232,0,76
maybe,356991,nightstand,2403056,"brown , maybe wooden",,67,57,270,264
maybe,355862,train car,2403175,"black , maybe engine",,47,123,125,216
maybe,297947,sweater,2414257,"brown , reddish maybe",sweater.n.01,101,75,216,76
maybe,351565,saddlebag,2403602,"maybe backpack , black",saddlebag.n.01,39,28,139,135
maybe,327605,sky,2405966,"blue , maybe a building",sky.n.01,47,150,0,2
maybe,235584,pillow,2409709,"navy blue , maybe black",pillow.n.01,58,133,310,2
maybe,259517,elevator,2408551,"maybe real , maybe fake",elevator.n.01,123,49,125,145
maybe,255065,back of bench,2408789,"maybe wooden , teal green",bench.n.01,337,163,12,74
maybe,255072,seat of bench,2408789,"maybe wooden , teal green","bench.n.01 , seat.n.01",353,107,145,93
maybe,355252,circular something,2403246,"at right , maybe anything",,24,22,477,216
maybe,258290,interior fur,2408609,"yellow , maybe earwaxy [?]",fur.n.01,54,37,291,4
maybe,351182,bottles,2403648,"brown , maybe empty , three",bottle.n.01,14,24,138,194
maybe,331757,ramen,2405489,"fried , maybe egg scrambled",,29,43,211,59
maybe,354457,building,2403328,"very tall , maybe skyscraper",building.n.01,41,28,342,271
house,3630682,boats,2417077,house,boat.n.01,241,200,283,2
house,3692922,magnet,2339763,house,magnet.n.01,187,100,295,37
house,3354972,plant,2318909,house,plant.n.01,280,273,30,1
house,3354971,plant,2318909,house,plant.n.01,77,62,337,422
house,4572692,plants,713634,house,,167,225,11,68
house,1604187,phone,1591838,house,telephone.n.01,138,95,636,37
house,4584054,pets,2339511,house,,270,403,81,98
house,474336,house,2393176,house,house.n.01,200,291,0,24
house,472708,this,2393403,house,,37,69,218,199
house,494865,roof,2390679,house,roof.n.01,34,235,133,1
house,4046728,window,2338751,house,,56,12,138,35
house,1123157,"part , structure",2403606,house,structure.n.01,18,50,72,173
house,363653,this,2409260,house,,111,163,14,189
house,4090560,plants,2324005,house,,32,194,19,54
house,4584888,bricks,2331059,house,,70,92,347,19
house,4684568,plant,2327399,house,,52,65,165,289
house,4251295,cat,2406863,house,,137,169,280,63
house,3330227,window,2328175,house,window.n.01,35,21,247,63
house,329508,"house , building",2405738,house,house.n.01,14,31,212,204
house,4046729,window,2338751,house,,57,71,230,36
house,570157,building,2376730,house,building.n.01,174,132,367,0
house,2235301,house plant,2346772,house,,115,86,213,107
house,1010092,house,2318501,house,house.n.01,19,29,164,87
house,1065252,house,756,house,house.n.01,77,149,407,196
house,1541619,window,1153,house,window.n.01,39,24,274,175
house,3630681,boats,2417077,house,boat.n.01,207,289,44,46
house,3277116,house boat,2417077,house,,222,287,47,56
house,2654315,roof,2372964,house,roof.n.01,104,346,0,16
house,2655356,boat,2789,house,boat.n.01,78,158,410,404
house,4052272,lights,2318699,house,,17,20,128,233
house,1332632,plant,2381950,house,plant.n.01,56,61,415,47
house,2723808,house boat,2789,house,,197,563,0,294
house,634945,house,2365341,house,house.n.01,83,50,282,206
house,1560036,roof,4513,house,roof.n.01,189,576,32,15
house,1758811,plant,2360151,house,plant.n.01,75,95,163,205
house,4374920,roof,4562,house,,11,36,589,92
house,1734428,windows,2356503,house,window.n.01,32,12,173,167
house,515467,this,2387056,house,,58,166,60,50
house,2919929,plant,2356371,house,plant.n.01,80,32,409,154
house,4527994,plant,2387737,house,,50,42,67,73
house,523717,magnet,2384891,house,magnet.n.01,41,19,417,136
house,3932341,this,2332343,a house,,98,105,334,126
house,3978436,wooden deck,2370713,on house,,22,50,116,65
house,343549,window,2404368,on house,window.n.01,203,162,42,38
house,1337907,picture,2381277,of house,picture.n.01,83,96,217,125
house,1110782,porch,2405076,on house,porch.n.01,17,34,40,156
house,1110791,siding,2405076,on house,siding.n.01,53,48,451,189
house,1110781,brick,2405076,on house,brick.n.01,16,20,430,214
house,3965920,brick side,61581,of house,,328,79,473,72
house,4387221,number,2572,for house,,21,31,521,152
full,1060567,shelf,10,full,shelf.n.01,18,127,459,327
full,2598394,glass,2362079,full,glass.n.01,66,64,233,282
full,3295856,glass,2362079,full,glass.n.01,87,58,238,279
full,3751939,plate,2362092,full,plate.n.04,97,224,86,158
full,2851797,trashcan,2362131,full,,76,46,183,346
full,776038,windows,2362230,full,window.n.01,98,269,195,90
full,3307597,hills,2362278,full,hill.n.01,135,498,0,50
full,2108131,bowl,2362429,full,bowl.n.01,93,100,17,175
full,2336724,snow,2361564,full,snow.n.01,499,371,2,0
full,3085130,full moon,2362506,full,moon.n.01,35,26,278,258
full,2354319,sandwich,2362850,full,sandwich.n.01,112,226,128,37
full,3209082,glass,2362952,full,glass.n.01,95,133,93,277
full,2364579,field,2363136,full,field.n.01,118,245,22,147
full,2029985,closet,2363192,full,cupboard.n.01,136,88,5,1
full,2519133,box,2363208,full,box.n.01,58,37,408,152
full,2544705,vase,2363261,full,vase.n.01,17,22,160,218
full,2587660,trash,2363505,full,rubbish.n.01,62,88,52,436
full,2370617,trees,2362842,full,tree.n.01,182,489,10,1
full,3744685,shelf,2363648,full,shelf.n.01,50,88,374,57
full,2056081,shelf,2361493,full,shelf.n.01,15,86,117,150
full,3532603,plate,2361212,full,plate.n.04,114,68,424,26
full,2052072,basket,2359629,full,basket.n.01,62,127,271,212
full,2252107,can,2359638,full,can.n.01,69,48,178,275
full,790910,pan,2359841,full,pan.n.01,56,132,241,193
full,1931708,toilet paper,2359880,full,toilet_tissue.n.01,26,25,65,147
full,3534535,blackboard,2360286,full,blackboard.n.01,200,150,274,21
full,2379085,glass,2360379,full,glass.n.01,160,127,89,179
full,2692535,boat,2360512,full,boat.n.01,219,80,200,210
full,1673513,glass,2361351,full,glass.n.01,61,39,44,245
full,2234537,bottle,2360551,full,bottle.n.01,425,123,122,40
full,2058815,bag,2360651,full,bag.n.01,57,95,321,168
full,3891613,pitcher,2360764,full,pitcher.n.01,32,32,329,255
full,2589767,grocery basket,2360769,full,,72,79,256,248
full,1949463,bottle,2360943,full,bottle.n.01,50,19,140,222
full,784297,shelf,2361069,full,shelf.n.01,36,373,1,68
full,2422363,bottle,2361140,full,bottle.n.01,141,58,56,289
full,3756225,bookshelf,2361211,full,bookshelf.n.01,290,325,2,42
full,3257577,backpack,2360582,full,backpack.n.01,100,55,6,155
full,2813127,bowl,2359594,full,bowl.n.01,72,115,228,215
full,2959775,grass,2363813,full,grass.n.01,220,496,1,45
full,1791528,counter,2364733,full,,58,260,2,315
full,1815752,mountain,2367400,full,mountain.n.01,142,498,0,0
full,622203,shelf,2367468,full,shelf.n.01,19,241,167,80
full,620428,carrot,2367800,full,carrot.n.01,50,62,68,213
full,3871382,mirror,2367957,full,mirror.n.01,252,214,5,35
full,1786680,shelves,2368168,full,shelf.n.01,207,73,99,183
full,3870151,shelves,2368239,full,shelf.n.01,217,128,202,171
full,746695,street,2368368,full,street.n.01,38,141,350,461
full,2686390,basket,2367305,full,basket.n.01,94,138,82,207
full,2356473,dumpster,2368601,full,dumpster.n.01,252,132,5,163
damage,2780468,car,2365458,damage,car.n.01,282,240,196,47
damage,3070180,sign,2355767,damage,sign.n.02,125,132,142,122
damage,838847,wall,2354395,damage,wall.n.01,334,156,1,1
damage,4414209,building,2702,"old , damage",,328,113,663,139
damage,209461,wall,2411818,water damage,wall.n.01,495,54,134,3
damage,1272538,picture,2387829,"damage , damaged",picture.n.01,159,278,28,1
damage,209788,pattern,2411808,likely water damage,form.n.03,37,147,264,228
damage,415581,skateboard,2399543,"black , worn out , damage , old",skateboard.n.01,116,160,104,375
damage,937742,wall,2342046,"limestone , stone , damage , gray",wall.n.01,341,409,79,17
dead,1621451,ground,189,dead,land.n.04,113,789,9,66
dead,1846993,grass,2356699,dead,grass.n.01,66,349,55,228
dead,3134732,leaves,2356928,dead,leaf.n.01,8,13,307,384
dead,1779012,leaf,2356961,dead,leaf.n.01,50,104,260,284
dead,1979797,grass,2357003,dead,grass.n.01,47,367,62,172
dead,3254562,tree stump,2357278,dead,stump.n.01,33,61,248,111
dead,1865200,roses,2357306,dead,,259,192,135,6
dead,2171418,grass,2357357,dead,grass.n.01,102,52,3,137
dead,2705132,grass,2357357,dead,grass.n.01,112,66,1,131
dead,2329623,grass,2357402,dead,grass.n.01,37,155,51,315
dead,2677189,vine,2357470,dead,vine.n.01,29,72,238,238
dead,2232868,tree,2357575,dead,tree.n.01,52,181,318,104
dead,2289795,dead tree,2357604,dead,tree.n.01,95,139,78,87
dead,2289969,logs,2357722,dead,log.n.01,55,333,166,64
dead,3550857,grass,2357806,dead,grass.n.01,30,130,270,242
dead,808227,trees,2357829,dead,tree.n.01,301,213,1,2
dead,1726048,rotting wood,2357874,dead,wood.n.01,112,499,0,226
dead,2213058,grass,2357982,dead,grass.n.01,125,178,43,212
dead,1706784,grass,2358019,dead,grass.n.01,175,441,44,291
dead,3548413,grass,2358068,dead,grass.n.01,129,284,132,196
dead,2776228,dead bird,2358071,dead,bird.n.01,105,90,126,253
dead,1880946,bird,2358071,dead,bird.n.01,63,92,141,268
dead,2348539,bird,2358071,dead,bird.n.01,52,65,136,302
dead,2041977,bird,2358071,dead,bird.n.01,106,71,147,252
dead,1670478,branches,2356695,dead,branch.n.01,157,113,0,2
dead,2265721,bird,2358071,dead,bird.n.01,98,74,142,254
dead,3561147,limbs,2356594,dead,limb.n.01,80,47,328,26
dead,820140,log,2356476,dead,log.n.01,47,94,352,50
dead,2370559,leaf,2354170,dead,leaf.n.01,15,12,408,109
dead,2064395,leaves,2354217,dead,leaf.n.01,48,101,79,260
dead,2077977,dead animal,2354251,dead,animal.n.01,112,210,177,192
dead,2394578,dead grass,2354381,dead,grass.n.01,67,84,414,143
dead,2259478,brown leaves,2354504,dead,leaf.n.01,97,147,352,179
dead,1994284,dead grass,2354622,dead,grass.n.01,110,225,257,236
dead,836177,"animal carcass , meat",2354718,dead,,43,17,286,69
dead,836166,"sheep , dead sheep , goat , animal",2354718,dead,sheep.n.01,74,106,226,214
dead,2692614,animal,2354787,dead,animal.n.01,25,67,194,157
dead,2484090,tree branches,2354889,dead,limb.n.02,112,119,22,4
dead,834561,tree,2354908,dead,tree.n.01,149,98,402,2
dead,834224,branch,2354943,dead,branch.n.01,21,73,1,318
dead,833239,leaves,2355055,dead,leaf.n.01,12,30,86,155
dead,3568782,leaf,2355414,dead,leaf.n.01,83,18,179,12
dead,4305736,branch,2355437,dead,,100,47,218,232
dead,1967213,weeds,2355454,dead,weed.n.01,269,162,335,10
dead,824568,pair,2356001,dead,pair.n.01,143,45,186,34
dead,824213,grass,2356036,dead,grass.n.01,82,161,338,127
dead,3563470,bird,2356198,dead,bird.n.01,70,112,13,117
dead,3772934,bird,2356198,dead,bird.n.01,81,120,9,112
dead,1711735,bird,2356198,dead,bird.n.01,90,121,3,105
dead,4294083,plants,2356204,dead,,37,10,32,336
quite,3672780,bathroom,2334969,quite dirty,bathroom.n.01,355,453,25,8
quite,665874,living room,2395557,quite lovely,room.n.01,159,498,1,0
quite,4115668,bird,2372530,"small , quite",,83,120,146,173
quite,3177398,tennis player,2342722,"quite tall , tennis",tennis_player.n.01,224,175,49,33
quite,307359,eyes,2411955,"downcast , not quite closed",eye.n.01,10,34,269,88
quite,1918945,bear,2377988,"black , standing , quite beautiful",bear.n.01,271,382,39,46
quite,1286544,vase,2386388,"colorful , small , quite short , on the left , decoration",vase.n.01,150,87,11,178
quite,1286545,vase,2386388,"colorful , small , quite short , on the right , decoration",vase.n.01,148,87,403,167
yes,953621,cloud,2338602,"small , yes",cloud.n.01,21,38,135,20
yes,204989,zebras,2412003,"four , yes , black+white , striped",zebra.n.01,146,416,52,129
yes,257176,tree,2408670,"yes , invisible , inferred but unseen",tree.n.01,7,6,1,366
yes,198891,scene,2412263,"sunny , colorful , nice , clearish , yes , photoshopped , unpeopled , daytime",scene.n.01,372,499,1,1
hi,489210,bowl,2391417,hi tech,bowl.n.01,185,204,171,128
hi,2760212,shoe,2318026,"knee hi , black",shoe.n.01,54,55,128,87
hi,421253,bottle,2398867,"black , white , green , hi genic , 32 fl oz , fluted",bottle.n.01,193,437,7,15
hi,623811,players,2367219,"giving high five , playing , baseball , giving hi five",player.n.01,127,85,257,119
absolute,2271691,vodka bottle,2359163,absolute,,71,22,332,247
same,2931476,player,2417784,same,player.n.01,203,178,277,43
same,392591,name,2402116,same,name.n.01,13,26,237,18
same,380696,pictures,2403593,same,picture.n.01,217,448,18,20
same,376124,guy,2404719,same,guy.n.01,38,20,126,130
same,4520662,person,2388172,same,,131,118,334,172
same,4520663,person,2388172,same,,94,193,190,67
same,4520664,person,2388172,same,,198,107,144,54
same,4520665,person,2388172,same,,180,112,3,265
same,1299953,picture,2385183,same,picture.n.01,376,224,13,12
same,3746252,direction,2363342,same,direction.n.01,69,189,295,209
same,3746257,direction,2363342,same,direction.n.01,89,181,303,202
same,1881864,man,2347897,same,man.n.01,123,233,45,182
same,3618713,string,2346207,same,string.n.01,221,365,125,48
same,2281624,outfit,2344307,same,outfit.n.01,20,32,279,181
same,2176319,photo,2344065,same,photograph.n.01,374,230,257,7
same,2345995,jacket,2340508,same,jacket.n.01,107,77,284,106
same,3805991,time,2410535,same,clock_time.n.01,72,157,97,280
same,3926852,desktop,2334087,same,,30,41,136,159
same,4607632,uniform,2330741,same,,170,120,73,41
same,3355322,trains,2322365,same,train.n.01,346,448,22,22
same,837165,images,2354604,same,image.n.01,331,480,9,5
same,1182986,suitcases,2398085,the same,bag.n.06,169,235,150,45
same,485498,chairs,2391864,the same,chair.n.01,312,236,190,21
same,1182844,outfits,2398098,the same,outfit.n.01,38,78,256,342
same,2716064,skirt,2370853,the same,skirt.n.01,228,378,13,270
same,288437,doughnut,2406906,the same,ring.n.02,110,98,92,231
same,1168073,plane,2399616,same color,airplane.n.01,40,53,53,74
same,3391067,train,2327304,same color,train.n.01,72,90,161,137
same,893476,chair,2347106,"tan , same",chair.n.01,67,124,300,160
same,4168424,toy,2362262,"dog , same",,54,80,274,115
same,326658,tie,2406064,"red , same",necktie.n.01,127,30,315,126
same,2704434,towers,2332151,same height,tower.n.01,23,45,174,183
same,3540447,hat,2359051,"grey , same",hat.n.01,63,107,268,160
same,3540446,hat,2359051,"grey , same",hat.n.01,67,125,125,121
same,179182,shirts,2413153,"yellow , same",shirt.n.01,41,135,60,224
same,988892,lemons,2323770,the same size,lemon.n.01,355,259,31,19
same,2947954,player,2417784,"tennis , same",player.n.01,203,177,51,42
same,3432160,two sign,2355824,"top  , the same",sign.n.02,95,131,275,45
same,1143011,people,2401889,"standing , same",people.n.01,318,388,106,12
same,1326851,men,2382685,looking same way,man.n.01,419,403,46,11
same,447232,people,2396176,dressed the same,people.n.01,66,53,42,68
same,326649,tie,2406064,"part , red , same",necktie.n.01,111,24,164,140
same,816990,book,2356835,"for school , same",book.n.01,22,43,326,256
same,326635,tie,2406064,"large , red , same",necktie.n.01,106,24,232,188
same,288431,doughnut,2406906,"the same , frosted",ring.n.02,99,104,166,59
same,288436,doughnut,2406906,"the same , frosted",ring.n.02,84,100,191,149
same,242547,'turkerworker,2409401,owner of same ring,,5,2,331,0
same,2697611,door,2377672,"same , gray , framed",door.n.01,78,39,365,168
same,200704,woman,2412197,"same , playing , white",woman.n.01,305,132,327,16
same,200703,woman,2412197,"same , playing , white",woman.n.01,303,134,88,18
subject,4574330,book,713728,word subject,,37,139,795,640
subject,4574335,book,2337074,word subject,,76,120,315,180
subject,4574334,book,2337074,word subject,,74,108,316,178
subject,4574333,book,2337074,word subject,,64,108,317,181
subject,4574332,book,2337074,word subject,,180,163,288,178
subject,4574329,book,2337074,word subject,,122,161,89,244
subject,4574328,book,2337074,word subject,,144,121,93,223
subject,4574327,book,2337074,word subject,,136,196,68,237
subject,4574326,book,2337074,word subject,,132,179,68,236
subject,4574325,book,2337074,word subject,,129,142,99,243
subject,4574324,book,2337074,word subject,,126,129,123,241
subject,4574323,book,2337074,word subject,,124,185,74,246
subject,4574322,book,2337074,word subject,,133,200,50,230
subject,4574339,book,713728,word subject,,52,160,771,618
subject,4574338,book,713728,word subject,,37,74,857,640
subject,4574331,book,713728,word subject,,27,182,719,640
subject,4574336,book,2337074,word subject,,76,116,310,180
subject,4574337,book,2337074,word subject,,72,157,308,180
subject,551678,craft,2379622,"metal , subject , object , here",trade.n.02,175,259,68,320
subject,2169166,giraffe,2348467,"long , neck , main subject , tan , brown",giraffe.n.01,235,207,135,0
subject,500163,train,2390136,"bnsf , orange , freight type , existing , subject , object",train.n.01,231,308,20,265
subject,545778,ball,2380385,"object , subject , photographed , tennis type , made by wilson , orange , yellow , peach",ball.n.01,132,131,190,144
subject,673500,dog,2388411,"white , being walked , very fluffly , photo subject , on leash , fuzzy , attached to leash",dog.n.01,136,132,95,193
subject,3743449,dog,2363818,"laying down , brown , white , happy , smiling , content , lying , subject , dirty , light brown",dog.n.01,180,237,34,49
ill,2734266,man,2333403,ill,man.n.01,91,82,215,140
ill,236798,eyes,2409663,"downtrodden , ill",eye.n.01,26,29,343,141
ill,478355,spike,2392661,"wooden , ill placed , green",spike.n.01,141,36,114,191
ill,615749,foal,2368814,"ill , sick , sleeping , white , dead",foal.n.01,82,177,147,332
guess,331734,fryolator,2405489,good guess tho,,17,14,165,75
each,3757924,wrist,2360948,each,wrist.n.01,12,20,388,304
each,3981556,sidewalk,2414226,each,,200,252,86,214
each,3074356,sleeve,2335824,each,sleeve.n.01,125,144,14,345
each,2081408,bear,2341935,each,bear.n.01,57,50,136,102
each,3589583,side,2351339,each,side.n.01,299,258,10,3
each,3589582,side,2351339,each,side.n.01,270,213,263,41
each,2685681,men,2376668,each other,man.n.01,238,69,328,70
each,2053786,train,2365269,"each , car",train.n.01,173,465,28,82
each,4105122,waves crashing,2405527,into each other,,171,214,24,60
each,4592459,dents,2379521,next each other,,25,16,188,122
each,2695518,people,1954,with each other,people.n.01,26,38,365,434
each,3995477,two dishes,2325824,at each setting,,48,95,66,152
each,620997,openings,2367695,above each other,opening.n.01,21,10,479,279
each,2311916,elephants,2359851,beside each other,elephant.n.01,300,277,35,17
each,1365350,birds,2378747,facing each other,bird.n.01,48,254,245,153
each,2365148,animals,2346732,facing each other,animal.n.01,185,337,160,116
each,3479371,women,2317333,facing each other,woman.n.01,65,45,50,428
each,4425475,clock face,2393940,"light , each side",,68,89,176,174
each,1179951,trains,2398431,beside each other,train.n.01,288,498,2,2
each,307498,three men,2411733,unlike each other,man.n.01,363,444,34,5
each,4154889,boats,2405602,next to each other,,50,141,274,88
each,4287489,brothers,2400521,next to each other,,156,289,29,62
each,4427803,bikes,713114,next to each other,,564,888,74,80
each,152395,"waste baskets , trash cans",2414765,next to each other,wastepaper_basket.n.01,58,53,135,257
each,236217,cylinders,2409683,next to each other,cylinder.n.01,138,97,136,120
each,363318,"two men , men",2409512,next to each other,man.n.01,229,135,7,118
each,1225684,tracks,2392805,next to each other,path.n.04,151,265,141,223
each,479623,trucks,2392487,next to each other,truck.n.01,89,137,127,121
each,572081,bikes,2376521,next to each other,bicycle.n.01,276,446,0,1
each,1336157,vehicles,2381500,passing each other,vehicle.n.01,27,75,102,228
each,3968760,mounds,2371536,touching each other,,85,103,281,129
each,4370864,cones,4386,"yellow  , each side",,82,237,268,439
each,3317536,women,2325301,close to each other,woman.n.01,128,98,106,305
each,3797775,stack,1592250,on top of each other,stack.n.01,446,255,318,293
each,4079563,two women,2324447,talking to each other,,197,234,0,156
each,2703349,woman,2317333,in front of each other,woman.n.01,60,28,63,438
each,1596478,men,1159683,walking near each other,man.n.01,252,465,555,436
each,1043506,pots,2344431,"silver , near each other",pot.n.01,93,261,7,26
each,3084586,track,2318552,crossing over each other,path.n.04,156,134,262,217
each,3941571,trunks,2325378,wrapped around each other,,268,151,232,228
each,1901726,books,2370559,"blue , next to each other",book.n.01,117,75,149,364
each,4587320,couple,2339119,sitting next to each other,,131,200,54,1
each,1225681,tracks,2392805,"metal , next to each other",path.n.04,106,191,2,268
each,1316627,parking meters,2383818,"short , next to each other",parking_meter.n.01,124,152,323,0
each,3095302,elephants,2317853,standing next to each other,elephant.n.01,186,413,83,70
each,3095300,elephant,2317853,standing next to each other,elephant.n.01,154,194,71,127
each,276800,windows,2407603,"identical , near each other",window.n.01,51,197,12,1
each,276801,windows,2407603,"identical , near each other",window.n.01,94,198,7,48
each,3095301,elephant,2317853,standing next to each other,elephant.n.01,165,262,236,68
each,998845,pictures,2319781,"next to each other , framed",picture.n.01,55,134,276,139
work,1539837,yellow van,820,work,van.n.05,38,52,558,243
work,1685238,boots,2362337,work,boot.n.01,102,114,16,284
work,2053671,table,2371071,work,table.n.02,121,337,158,257
work,3809511,area.,2408266,work,,357,480,4,10
work,866361,iron,2350656,work,iron.n.01,71,96,294,231
work,2238373,truck,2349493,work,truck.n.01,102,292,52,52
work,3451415,bag,2336670,work,bag.n.01,245,160,326,48
work,3867271,word,2368741,work,word.n.01,52,132,240,164
work,4444502,truck,1592475,work,,102,111,100,392
work,4687211,desk,4059,work,,223,251,341,218
work,3813183,clothes,2414432,work,apparel.n.01,242,345,6,256
work,4333759,truck,2285,work,,152,193,494,250
work,1546004,desk,1997,work,desk.n.01,288,190,275,209
work,1341833,lattic,2380833,work,,12,58,95,16
work,4302390,vehicles,889,work,,250,453,30,57
work,3935228,truck,2329439,work,,224,241,103,156
work,1831708,van,2368340,work,van.n.05,35,48,172,161
work,571621,woman,2376576,at work,woman.n.01,307,283,166,1
work,4663726,desk,2333924,for work,,108,118,42,98
work,1754660,sink,2376274,not work,sink.n.01,194,151,199,84
work,2075838,truck,2377622,for  work,truck.n.01,143,144,126,271
work,2178580,cubicle,2370525,work area,booth.n.02,298,497,2,76
work,2517398,desk,2361054,work desk,desk.n.01,120,467,0,60
work,2581939,barricade,2357480,road work,roadblock.n.02,87,126,199,145
work,1864167,table,2361950,work table,table.n.02,72,61,234,281
work,4489859,equipment,2389587,work yardt,,133,143,10,143
work,2018986,table,2341741,work table,table.n.02,175,264,66,323
work,279124,woman,2407454,doing work,woman.n.01,90,39,245,378
work,3038612,pavement,2341417,brick work,pavement.n.01,186,332,0,312
work,4008653,truck,2325322,work truck,,66,137,323,223
work,4008649,truck,2325322,work truck,,64,68,186,218
work,4008650,truck,2325322,work truck,,51,83,141,206
work,2397987,van,2366043,white work,van.n.05,55,102,326,170
work,4426228,cubby,2393904,work space,,295,361,6,36
work,4567851,vehicle,2380342,yellow work,,32,87,81,274
work,1360922,towel holder,2379117,scroll work,,37,18,229,135
work,4288886,van,2400457,"white , work",,89,180,310,156
work,2699321,van,2372344,"white , work",van.n.05,46,65,307,75
work,2859098,van,2315605,"white , work",van.n.05,105,59,261,248
work,4241124,boot,2315960,"heavy , work",,76,98,179,273
work,3563085,desk,2356283,work station,desk.n.01,180,463,21,150
work,4090515,red piece,2406382,of tile work,,42,145,191,456
work,2745163,clothes,2346625,"white , work",apparel.n.01,165,100,169,154
work,1602535,vehicle,1160181,"large , work",vehicle.n.01,387,425,1,182
work,2668670,boots,2344861,"brown , work",boot.n.01,190,103,227,302
work,311496,boot,2411464,"brown , work",boot.n.01,36,72,410,197
work,3809504,area,2408266,kitchen work,area.n.01,70,314,170,125
work,1153456,crowd,2400943,"men , at work",crowd.n.01,230,415,50,67
work,2655382,men,2359566,"group  , work",man.n.01,33,29,451,218
work,3432337,truck,2337138,"work , parked",truck.n.01,18,32,387,202
hear,953639,ornament,2338601,hear,decoration.n.01,26,35,218,90
hear,1204280,head,2395608,"man , hear",head.n.01,21,23,57,471
hear,494894,mic vents,2390676,"for talking , to hear",vent.n.01,18,41,354,277
hear,1204291,"head , woman",2395608,"walking , woman , hear",head.n.01,33,36,93,467
distance,3790930,mountain,2318170,distance,mountain.n.01,43,60,4,130
distance,4667368,mountainrange,2333791,distance,,260,483,1,109
distance,1341215,mountain,2380900,distance,mountain.n.01,109,368,67,23
distance,1341085,buildings,2380911,distance,building.n.01,26,90,174,205
distance,1341081,trees,2380911,distance,tree.n.01,34,209,288,187
distance,2422191,bushes,2347137,distance,shrub.n.01,91,405,93,52
distance,3030579,hill,2323001,distance,hill.n.01,90,499,0,2
distance,2954067,trees,2345805,distance,tree.n.01,196,327,4,146
distance,904796,tree,2345787,distance,tree.n.01,123,65,422,5
distance,4524303,tree,2334770,distance,,158,107,88,329
distance,3344506,building,2344773,distance,building.n.01,35,58,439,249
distance,650962,crowd,2407569,distance,crowd.n.01,59,188,76,65
distance,963667,parking lot,2335178,distance,parking_lot.n.01,82,141,1,179
distance,3282463,hill,2322258,distance,hill.n.01,84,227,62,132
distance,2591684,building,2344279,distance,building.n.01,17,12,268,237
distance,1238856,trees,2391663,distance,tree.n.01,37,35,3,163
distance,1333072,bridge,2381906,distance,bridge.n.01,15,63,316,104
distance,963356,shoreline,2335315,distance,shoreline.n.01,8,287,207,201
distance,3397477,hill,2333693,distance,hill.n.01,117,326,75,27
distance,3421928,buildings,2323636,distance,building.n.01,81,186,3,321
distance,4111843,building,2333687,distance,,82,315,40,109
distance,2523312,trees,2350548,distance,tree.n.01,27,377,73,166
distance,2606945,mountains,2377175,distance,mountain.n.01,171,497,1,3
distance,2696566,tree,2377391,distance,tree.n.01,20,44,354,2
distance,1144745,hills,2401737,distance,hill.n.01,67,252,246,113
distance,395890,building,2401797,distance,building.n.01,60,47,345,113
distance,395882,suv,2401797,distance,sport_utility.n.01,26,32,431,212
distance,4032101,houses,2324599,distance,,31,180,109,8
distance,4521571,tree,2388128,distance,,124,48,292,196
distance,2033494,building,2352572,distance,building.n.01,79,240,168,7
distance,2717076,building,2318170,distance,building.n.01,15,38,1,164
distance,643349,mountains,2414551,distance,mountain.n.01,20,303,147,120
distance,322648,hill,2409175,distance,hill.n.01,35,108,94,48
distance,4522655,mountains,2315523,distance,,70,439,25,82
distance,254822,trees,2408797,distance,tree.n.01,67,174,76,167
distance,3808722,people,2408797,distance,people.n.01,44,82,189,219
distance,3019787,boat,2315885,distance,boat.n.01,29,17,417,186
distance,2022245,surfboard,2351093,distance,surfboard.n.01,36,76,207,149
distance,3309090,skyscrapers,2316228,distance,skyscraper.n.01,222,203,248,6
distance,543934,car,2380728,distance,car.n.01,25,22,290,242
distance,643344,people,2414551,distance,people.n.01,39,55,149,161
distance,2424715,trees,2376731,distance,tree.n.01,43,499,0,0
distance,4622840,cars,2335581,distance,,30,71,27,327
distance,4552362,road,2382371,distance,,30,20,2,230
distance,4561462,man,2340705,distance,,99,117,299,165
distance,4568303,mountain,2340503,distance,,58,202,13,117
distance,4568305,mountain,2340503,distance,,102,156,11,98
