lemma_en_translate,image_id,questions,que_and_anw_id,answers
throw,2351573,where is the throw rug,578274,floor
throw,2375603,what did the man throw,1949209,a ball
throw,2370714,where is the red throw,1848148,on the back of the couch
throw,2345531,what did he just throw,711014,frisbee
throw,2363861,what did the man throw,1710134,a frisbee
throw,2407421,what did the man throw,197017,a baseball
throw,2363608,where are throw pillows,1705078,on couch
throw,2367896,where are throw pillows,1790820,on bed
throw,2368160,what color is the throw,310021,off white
throw,2369183,what does the boy throw,1817959,a frisbee
throw,21,what color is the throw,989063,yellow blue and green
throw,2408660,what color is the throw,1064824,dark gray
throw,2409456,what color is the throw,1082412,orange
throw,2414879,what color is the throw,137359,green
throw,2394511,where do you throw trash,1379050,wastebasket
throw,2359992,what did the woman throw,1632524,frisbee
throw,2365619,how is the throw covered,1745496,dark brown
throw,2405131,what did the woman throw,1153972,a frisbee
throw,2372733,what did the woman throw,1891248,a tennis ball
throw,2411298,what did the woman throw,1326608,frisbee
throw,2405152,who will throw the pitch,1154321,pitcher
throw,2369723,who is preparing to throw,1828979,the pitcher
throw,2403639,where is the throw pillow,344713,on the couch
throw,2362446,what did a boy just throw,1681452,a teddy bear
throw,2411100,who did throw the frisbee,1322634,the boy
throw,2389061,what did the person throw,1478463,yellow water polo ball
bring,2374031,what might bring rain,1918320,clouds
bring,2331512,why would the people bring boards,594280,to skate
bring,2335924,how many poles did the skiier bring,846682,two
bring,2373108,who would bring your food to the table,624978,waitress
bring,2404453,when did the woman bring the man a cake,1305043,birthday
bring,2369789,what item is bring lights from the roof,1830365,sky lights
bring,2373500,why did the boy bring a kite to the beach,1907121,to fly it
bring,2358334,what is used to bring water into the sink,1598455,pipes
bring,2401362,what holiday does the ribbon bring to mind,1242568,christmas
bring,2387926,what special day does this area bring to mind,1411238,arbor day
bring,2390474,what situation would bring this hydrant into use,1549088,fire
bring,2365678,what does the artwork on the plate bring to mind,1746720,the outdoors on a summer day
bring,2404758,what school supply does this object bring to mind,1312152,three ring binder
bring,2388490,where would a child bring the red and gray backpack,1347184,to school
bring,2368922,what green toppings did they bring for the sandwich,244517,pickles lettuce green pepper
so,2341225,why it so dark,842441,dim lights
so,2403672,what is so dark,1287762,the ground
so,2369126,what is so cute,1816766,the bear
so,2406706,why is it so big,202743,to be seen from afar
so,2352482,why is it so dim,257637,lights are off
so,2389142,what is so shiny,1541484,tiles
so,2402788,what is so shiny,1268804,foil
so,2391736,why is it so dark,418176,dim light
so,2335182,why is it so dark,271329,sun is down
so,2403015,what is so blurry,1273431,train tracks
so,2337783,why is it so dark,269272,cloudy
so,2317434,why is it so dark,916878,sun down
so,2403371,why is it so dark,664741,cloudy
so,2361775,why is it so dark,506151,cloudy
so,2359728,why is it so dark,635680,lights are off
so,2364134,why is it so dark,504273,dim lights
so,2364216,why is it so dark,440023,cloudy
so,2398094,why is it so dark,477108,light is off
so,2359508,why is it so dark,635856,dim lights
so,2331314,why is it so dark,530531,dim lights
so,2330037,why is it so dark,471214,light is dim
so,2329850,why is it so dark,723548,lamp is off
so,2373695,why is it so dark,496621,dim lights
so,2368171,why is it so dark,692904,dim lighting
so,2328815,why is it so dark,532523,sun going down
so,2409290,why is it so dark,182067,it s night time
so,2327407,why is it so dark,789495,dim lighting
so,2326695,why is it so dark,534219,dim lights
so,2417837,what is so bright,953844,a light
so,2365587,why is it so dark,758948,it is going to rain
so,2400584,why is it so dark,794961,it s night time
so,2358943,why is it so dark,252490,it is dusk
so,2358604,why is it so dark,828542,sunset
so,2348768,why is it so dark,644447,cloudy
so,2417288,why is it so dark,949450,dim lights
so,2353044,why is it so dark,832993,night time
so,2395369,why is it so dark,607158,night time
so,2379987,why is it so dark,747427,cloudy
so,2355431,why is it so dark,703091,there is a storm brewing
so,2398171,why is it so dark,668906,dim lights
so,2355788,why is it so dark,638835,dim lights
so,2394994,why is it so dark,479585,cloudy
so,2398655,why is it so dark,476666,sun is going down
so,2379457,why is it so dark,427960,lights are dim
so,2345950,why is it so dark,710687,cloudy
so,2413912,why is it so dark,145090,the sun is not shining
so,2412313,why is it so dark,157882,the man is inside
so,2321399,why is it so dark,885159,sun went down
so,2414104,why is it so dark,143554,dim lit
so,2378926,what is so bright,748284,the sun
son,150458,who is with a son,1004640,a father
son,2396650,what is looking at the son,1390446,the man
son,2394956,what are the word son the sign,1572974,speed limit
son,2392300,what is beneath the father and son,1367515,green grass in park
son,2412845,what are the father and son standing on,1134369,grass
son,2403713,what s the woman carrying to protect from the son,1288660,umbrella
son,2398211,how is the mother and son sitting while playing the wii game,1399159,on the floor
pull,2401488,where is the pull out,1245077,on the desk
pull,2358214,where is the pull out,1596126,the drawer
pull,2374347,what does the man pull,1924218,luggage
pull,2371261,what do the horses pull,1859821,a buggy
pull,2403280,where is the pull chain,1279275,above the toilet
pull,2371261,what doe the horses pull,1859818,a carriage
pull,2324100,what will pull the buggy,863548,a horse
pull,2391925,what is on the pull over,1556694,zipper
pull,2397237,what does the train pull,1456654,train cars
pull,2362663,what does the horse pull,1685779,a carriage
pull,2403280,who would pull the chain,1279271,someone flushing the toilet
pull,2369915,what is the pull sign on,1832720,door
pull,2387970,how does the plane pull in,1535658,gradual decline
pull,2347333,what on the pull out drawer,581647,mouse and keyboard
pull,2369076,what does man in tuxedo pull,1815875,a blue cooler
pull,2386901,what is on the pull out tray,292603,keyboard
pull,2408211,when will the buses pull away,190701,when the passengers are picked up and dropped off
pull,2387435,where is a silver zipper pull,1471481,black backpack
pull,2377982,when will the train pull away,237270,when it has taken on and offloaded passengers
pull,2407063,how do you pull the shade down,1198338,pull from the hole
pull,2411436,what does the white truck pull,1329515,suitcases
pull,2414422,where is the metal pull handle,1339813,jutting out the back of the trolley
pull,2414958,how many horses pull each cart,1034460,one
pull,2398018,what is going to pull the buggy,349217,a horse
pull,2407512,what color is the pull down gate,1208498,grey
pull,2376883,how would the woman pull the bag,1975406,with the retractable handle
pull,2376000,how does one pull cabinet drawers,1957505,handles
pull,2413047,what is man using to pull out tray,1139392,cloth
pull,2407512,what is the pull down gate made of,1208497,steel
pull,2370957,what is used to pull the door open,1853412,knob
pull,2406686,who is sleeping on a pull out chair,1190698,two people are sleeping in a pull out chair
pull,2406897,what color is the blind s pull cord,1195153,white
pull,1159909,where is the pull out keyboard shelf,133083,in the desk
pull,2387998,what kind of cars does the train pull,357238,passenger cars
pull,2408433,what animal is used to pull the sleigh,1059865,ponies
pull,2402738,what do the engines in the picture pull,1267778,cargo
pull,2376920,when will the train pull into the station,298786,shortly
pull,2334909,why does the train pull up to the station,655512,to let passengers on and off
pull,2415170,what color is the pull luggage of the woman,1038812,red
pull,2396553,when is a great time to pull out a umbrella,542329,when it s raining
pull,2406344,what is the elephant using to pull branches,1182301,trunk
pull,2400709,who is using a left hand to pull luggage with,1227974,an older blonde woman
pull,2390507,what does the sound say when you pull the rope,1358032,choo choo
pull,2391616,how many garbage cans are in the pull out drawer,418275,two
pull,2370185,what type of animal is being used to pull the carriage,1837672,a horse
pull,2365172,what are the pull out compartments in the vanity called,1736395,drawers
pull,2409908,what would a person pull down before sitting on commode,1092433,seat
pull,2369076,what arm does the man in the tuxedo use to pull the cooler,1815881,his right arm
pull,2409724,why would a person want to pull over onto shoulder of road,1088190,to prevent being hit
pull,2369352,what extendable thing is the girl using to pull the luggage,1821477,handle
free,2409355,what is free,1080387,orange
free,2334215,what is free,528200,the home theatre
free,2411055,what hand is free,1321748,left
free,2409955,what is sugar free,1093460,the pancake syrup
free,2405011,what is cloud free,1151337,sky
free,2403653,what is flying free,1287318,a large blue kite is flying free
free,2388757,when is sf weekly free,1477271,every wednesday
free,2390040,where is the word free,1355297,on the shirt
free,2404077,where is the free parking,1295776,to the right
free,2390333,what is the beach free of,1548257,vacationers
free,2404077,how is the free parking sign,1295788,rusty
free,2384093,where is the hands free device,552278,on his ear
free,2400072,what color is the toll free sign,539522,blue
free,2362788,what is on the free standing rack,1688477,wash cloths
free,2413220,how much are the fat free brownies,1143503,
free,2387670,what is the name of the free clinic,1342774,berkeley free clinic
free,2393596,how much free parking is advertised,416727,two hours
free,2398184,why is man using free hand to cover ear,1462002,block noise
free,2389304,what is the free standing ornamental item,1479530,clock
free,2400732,how much value does a free gift card have,1228446,
free,2388985,what is sign with the p indicating is free,1349444,parking
free,2399208,when are the animals free from car traffic,1467584,park closed
free,2366484,what is the sheep inside so doesn t run free,1762552,fence
free,2377148,what objects would keep the windows free of rain,1980254,wipers
free,2400804,where does one find objects like the one in person s hand for free,1230107,the library
free,2392240,what is the importance of keeping the tarmac clean and debris free,1494248,that will limit any senseless accidents associated with uncleaniness
happy,2343018,who is happy,393217,the lady
happy,2379513,who is happy,555937,the man wearing blue
happy,2387694,who is happy,485426,everyone pictured
happy,2341651,who is happy,714120,the boy
happy,2405464,who is happy,1160943,the man
happy,2408400,who is happy,1059107,men and woman
happy,2324507,who is happy,860291,girl
happy,2405310,who is happy,1157544,the man
happy,2405598,who is happy,1164756,the people
happy,2344062,why is he happy,264339,he won
happy,2327063,how happy is he,277643,not happy
happy,2403168,who looks happy,1276767,the orange
happy,2390706,how happy is he,738859,very
happy,2413322,who looks happy,1145764,the smiling woman
happy,2372660,who looks happy,1889698,the boy
happy,2327704,how happy is he,853262,very happy
happy,2371728,why is she happy,626083,kite
happy,2405558,why is she happy,211924,she s on a horse
happy,2414117,why is she happy,143454,she is playing
happy,2362638,why is boy happy,1685244,toys and christmas
happy,2331211,why is she happy,722457,she can feed her kids
happy,2397641,who is very happy,1587011,three people
happy,2368895,who are very happy,1812152,two men
happy,2411753,why is woman happy,1107463,message she got
happy,2355756,how happy are they,446517,very happy
happy,2385719,why are they happy,359051,having fun
happy,2398128,how happy are they,604957,very happy
happy,2375856,what is very happy,1954289,a dog
happy,2396908,who is acting happy,1517857,elephants
happy,2365402,when they are happy,247333,they eat more
happy,2368645,how happy is the man,1807102,very happy
happy,2392895,where is doggy happy,1497836,on boat
happy,2392110,why is the boy happy,1493544,he likes horses
happy,2369513,why is the man happy,1824811,eating large pizza
happy,2407813,why is the man happy,1046359,pizza is good
happy,2341651,why is the boy happy,714119,the boy is eating a hot dog
happy,2371594,how happy is the boy,1866805,very happy
happy,2389547,why the dog is happy,739782,he is playing
happy,2362203,why is the boy happy,1676529,he s getting cake
happy,2412770,how happy is the man,1132607,very
happy,2403603,why is the boy happy,216765,it s special occasion
happy,2360547,who has a happy face,1644020,a young girl
happy,2374754,why is the guy happy,1933053,he made it down the hill
happy,2390927,why is the man happy,1360386,he s going somewhere
happy,2409668,why is the girl happy,179042,she s eating a sugar doughnut
happy,2394582,what has a happy face,1570736,the pretzel
happy,2398160,why is the girl happy,284481,celebrating birthday
happy,2334966,why is the girl happy,783456,she is posing for a photo
happy,2357613,why are they so happy,573455,they all just got new stuffed animals
happy,2402081,why are the men happy,281503,they are having fun
middle,2392608,what is in middle,1435205,three jets
middle,2364313,what in the middle,1719475,beans
middle,2390670,what is middle aged,1486436,the man
middle,2362079,who is in the middle,1674063,the woman
middle,2415196,who is in the middle,134780,a man
middle,2332440,who is in the middle,337697,a baby elephant
middle,2376798,who is in the middle,366198,girl
middle,2340442,who is in the middle,267220,the woman
middle,2341225,who is in the middle,842440,the woman
middle,2370073,who is in the middle,1835667,the man with red skiis
middle,2343041,who is in the middle,329214,the robot
middle,2406064,who is in the middle,1174952,the little boy
middle,2369526,who is in the middle,1825087,little boy
middle,2394216,what i in the middle,1442099,a tube for pee
middle,2373157,who is in the middle,1900245,referee
middle,2368102,who is in the middle,245170,a man with grey hair
middle,2360221,who is in the middle,1637231,lady
middle,2388904,who is in the middle,1349060,woman in pink
middle,2359797,who is in the middle,443487,a woman
middle,2414508,who is in the middle,140329,the woman in red
middle,150278,who is in the middle,998835,man with arms folded
middle,2346363,who is in the middle,262507,giraffe
middle,2340286,why is man in middle,779198,bartender
middle,2386442,who is in the middle,230500,the small child
middle,2358854,what s in the middle,1610052,vinegar
middle,2406740,who is in the middle,202467,the catcher
middle,2370664,who is in the middle,818893,the woman
middle,2335730,who is in the middle,718845,the boy in red
middle,2371510,who is in the middle,1865186,a woman
middle,2377578,who is in the middle,365574,the man in the red tie
middle,2416608,who is in the middle,944012,a baby
middle,2370366,who is in the middle,755136,boy
middle,2410955,who is in the middle,168745,a woman
middle,2391747,who is in the middle,1491577,a boy with a red shirt
middle,2401168,what is in the middle,1238212,a pizza
middle,2373370,what is in the middle,1904504,yellow and white boat with sail pole
middle,2403910,what is in the middle,1292509,teddy bears
middle,2397269,what is in the middle,1585030,a train
middle,2390397,what is in the middle,1357397,bed
middle,2359955,what is in the middle,1631711,a toilet
middle,2402979,what is in the middle,1272688,an old style slot machine
middle,2393648,what is in the middle,1439568,a phone
middle,2400548,what is in the middle,1224307,meat
middle,2411015,what is in the middle,1320979,a large trunk of big elephant
middle,2358915,what is in the middle,1611350,levee
middle,2393504,what is in the middle,1373661,clock
middle,2397024,what is in the middle,1392430,black door
middle,2403789,what is in the middle,1290273,red onions
middle,2370702,what is in the middle,1847833,a snap pea
middle,2414731,what is in the middle,1029909,hay
great,2355707,what is great,766850,britain
great,2373943,who looks great,1916583,max
great,2397108,how much is the great offer,1392878,
great,2394651,what has great architecture,1571167,the building
great,2362468,what is this a great deal of,1681855,bananas
great,2386840,when is a great time to sail,292661,when it s sunny and windy
great,2403995,what is creating a great deal of shade,1294109,trees
great,2386326,when would be a great time to skateboard,742363,in the summer
great,2370584,what looms in the distance in great height,1845472,trees
great,2396553,when is a great time to pull out a umbrella,542329,when it s raining
great,2391115,what strip of food is this that smells great,1361324,bacon
great,2373548,what plant is shown growing in great numbers,624625,trees
great,2346490,where in great britain was this picture taken,710258,london
great,2390931,what would be a great purpose for this picture,1551630,travel advertisement
great,2414360,what holidays would the bears be great gifts for,1338526,christmas and valentines day
great,2358261,what are these slower looking motorbikes that are great on gas,1597003,scooters
great,2371294,what item is giving the skier great visibility against the snow,1860611,the skier s acid yellow parka
great,2397108,what amount of the money does the sign advertise as great offer,1518782,
great,2398059,what muscle on the woman s right arm is showing a great deal of definition,1589429,triceps
herd,2414676,where is the herd,1028814,africa
herd,2389975,where is the herd,1546142,in the grass
herd,2367367,what kind of herd,1779685,a herd of horses
herd,2363600,where is the herd,1704957,in the field
herd,2370090,where is this herd,1835983,on hill
herd,2365851,what herd is shown,1749877,giraffes
herd,2403741,what is in the herd,1289275,zebras
herd,2364391,what is the herd of,1721004,wild cows
herd,2363866,what is in the herd,1710228,elephant
herd,2397362,what is the herd of,1457338,sheep
herd,2368395,what is the herd of,1801621,sheep
herd,2374997,what is the herd of,1937727,zebras
herd,2410007,what is the herd of,1094680,baby and adult cattle
herd,2372325,what is the herd of,1882287,sheep
herd,2372337,what is the herd of,1882542,elephant
herd,2359653,what is the herd of,571819,elephants
herd,2369835,what is the herd of,1831251,herd of twenty two elephant
herd,2365350,what is the herd of,1740072,cattle
herd,2360726,what are seen in herd,1647709,the elephants
herd,2367277,what is there herd of,1777885,zebras
herd,2392331,what color is the herd,673576,mostly brownish black
herd,2371856,what is the small herd,1872475,sheep
herd,2389104,what makes up the herd,1478597,cows
herd,2359843,what watching the herd,1629451,a dog
herd,2361021,what is this a herd of,1653908,zebras
herd,2361462,what is the herd doing,250481,grazing
herd,2361508,what is seen in a herd,1663239,zebras
herd,2408125,what is this a herd of,1053022,sheep
herd,2387971,who is leading the herd,1344446,elephant to the far left
herd,2375968,what is there a herd of,1956817,cattle
herd,285967,who is leading the herd,133872,an adult elephant
herd,2414403,what kind of herd is it,1339561,sheep
herd,2372337,what is there a herd of,1882568,elephants
herd,2372199,what is there a herd of,1879591,elephants
herd,2403741,what is there a herd of,1289308,zebras
herd,2366450,what is there a herd of,1761873,sheep
herd,2405705,what is behind the herd,1167483,trees
herd,2363600,what is there a herd of,1704956,herd of elephants
herd,2368394,what is there a herd of,1801615,cows
herd,2363960,what is there a herd of,1712121,zebras
herd,2364200,what is behind the herd,1717157,tall trees
herd,2366790,what is there a herd of,1768832,cows
herd,2363598,what is side to the herd,1704889,water
herd,2395131,what is in front of herd,1382869,big grey adult elephant
herd,2372478,how sheep is in the herd,1885639,
herd,2371244,what is the herd made of,1859353,elephants
herd,2371319,what is the herd made of,1861160,elephants
herd,2369191,where is most of the herd,1818129,further away from the gate
herd,2413326,what kind of herd is this,1145838,zebras
herd,2389134,who is standing in a herd,1350201,elephants
then,2373558,where are then trains,1908365,on the tracks
then,2354558,what is in then picture,383984,remote controls
then,2391016,what is inside then oven,1427405,a fire
then,2368490,why are then blinds shut,1803799,for privacy
then,2415054,what are then men holding,135961,spears with flags
then,2366044,when was then photo taken,1753578,night
then,2371248,what is under then mantle,1859495,a fireplace
then,2370325,what is then cabinet finish,1840355,pine
then,2368196,why is then dog in a back pack,1797193,he does not want to walk
then,2373637,what are then donuts covered in,1910050,sprinkles
then,2374756,what kite is higher then the other,1933122,the left one
then,2365502,how many balls are in then picture,247254,
then,2386125,what color is the table behind then,806521,brown
then,2392065,what is white and then on the floor,1493281,a cord
then,2369760,how is the ground covered other then clay,1829777,with grass
then,2375770,what is in the water other then the elephants,1952557,rocks
then,2363594,what is one color in the dog other then brown,504710,white
then,2374007,what starts on the gravel then creeps up the wall,1917836,the shadow of the vase and flowers
then,2362040,what big water thing came up out of the ocean then smacked back down,1673247,wave
hot,2412808,what is hot,1133512,stove
hot,2411008,why is it hot,168325,summer
hot,2369635,why is it hot,499863,fire
hot,2413134,why is it hot,151319,summer
hot,2404077,how hot was it,1295774,degrees
hot,2393950,where is hot dog,1440895,in person s hand
hot,2369635,what else is hot,1827341,the coals at the bottom
hot,2335132,how many hot dog,591400,
hot,2406120,what is hot pink,1176195,suitcase
hot,2365288,how many hot dog,631234,one
hot,2367007,where is hot dog,1772730,in bun
hot,2403645,how many hot dog,792504,
hot,2359904,where is hot dog,1630652,on bun
hot,2398122,how many hot dogs,221153,two
hot,2404255,how many hot dogs,473271,
hot,2335840,how many hot dogs,334979,two
hot,2383104,how many hot dogs,808943,
hot,2337392,how many hot dogs,589591,
hot,2322011,how many hot dogs,880260,two
hot,2409770,what says hot dog,1089285,plate holding hot dog
hot,2342523,how many hot dogs,265567,
hot,2341006,how many hot dogs,778625,
hot,2330207,how many hot dogs,787251,
hot,2366612,how many hot dogs,566266,one
hot,2317710,how many hot dogs,914670,
hot,2389904,how many hot dogs,803501,two
hot,2364870,how many hot dogs,695550,
hot,2346734,how many hot dogs,518192,one
hot,2405719,how many hot dogs,1167808,
hot,2350473,where are hot dogs,579150,on a plate
hot,2372295,where is a hot dog,1881594,in a bun
hot,2408726,where is a hot dog,1066431,in a bun
hot,2363377,what is on hot dog,1700320,cheese
hot,2404594,where is a hot dog,1308431,in a bun
hot,2353455,where is a hot dog,512814,in a bun
hot,2391526,where are hot dogs,1429739,on a paper plate
hot,2352647,where is a hot dog,769299,in a bun
hot,2396549,where are hot dogs,1389981,on a plate
hot,2409285,where are hot dogs,1078902,in buns
hot,2339622,where is a hot dog,267856,on a plate
hot,2364117,what is on hot dog,1715413,sauerkraut
hot,2391415,where are hot dogs,1553971,on a plate
hot,2414476,what is on hot dog,1020416,ketchup and mustard
hot,2395447,where is hot fudge,1384707,on ice cream
hot,2387772,how is the hot dog,1534569,it is uneaten
hot,2409690,where is hot sauce,1087272,on top of the ham
hot,2405049,where are hot dogs,1152247,in buns
hot,2366057,what is on hot dog,1753826,ketchup
hot,2375788,where is a hot dog,1952993,in a hand
hot,2403984,where is a hot dog,1293869,in a bun
sure,2362013,why can t we be sure of the bicycle s color,1672696,the photo is black and white
sure,2404304,what would be green in this picture for sure,1301341,leaves
sure,2360955,how come we can t be sure of the bike s color,1652420,the picture is black and white
sure,2400309,how is the man standing making sure not to lose balance,1218724,holding pole
sure,2401398,what are the kites attached too to make sure they re not flying into the sunset,1243361,strings
like this,2402110,why fly like this,665763,air show
like this,2381503,who will not like this,234444,police
like this,2387720,who would like this meal,1343051,a vegetarian
like this,2397620,who would like this food,1521119,a donut eater
like this,2329296,who will like this photo,464020,a person who loves sunsets and great landscapes
like this,2374857,who would like this meal,1934957,a hungry person
like this,2385656,who owns a shop like this,423008,merchant
like this,2397218,who uses a room like this,349863,traveler
like this,2372459,who would like this photo,1885199,cat owners
like this,2349252,who uses a room like this,580135,vacationers
like this,2378360,who rides waves like this,297955,a surfer
like this,2373817,why decorate it like this,432457,it could be halloween
like this,2414160,who would like this scene,143108,a birdwatcher
like this,2397964,who rides a bike like this,797054,biker
like this,2378693,who makes a cake like this,556594,baker
like this,2338553,who makes a meal like this,588658,chef
like this,2341074,who makes a meal like this,522722,chef
like this,2403821,why is he looking like this,280139,he is concentrating
like this,2346758,who would like this picture,390227,bird watchers
like this,2336472,why is it painted like this,590323,to match the old color racing scheme with the old ford gt
like this,2409886,when were tvs like this made,1091994,s
like this,2416372,who makes a statue like this,942128,sculptor
like this,2397065,who flies a vehicle like this,797767,pilot
like this,2400977,who must obey a sign like this,1233750,drivers
like this,2406612,who would use a room like this,203490,people
like this,2390333,why do animals like this beach,1548253,for the water
like this,2372625,why is he positioned like this,817318,he just hit the ball
like this,2350273,who drives a vehicle like this,579314,an engineer
like this,2365489,who flies a plane like this one,631062,a pilot
like this,2400399,where would a sign like this be,347308,on a corner
like this,2407430,why is the man riding like this,1206553,he plans to stop suddenly
like this,2362863,where would a sign like this be,1689975,work
like this,2364514,why is the boy dressed like this,503967,he is playing baseball
like this,2374456,why is the man dressed like this,1926428,playing baseball
like this,2388542,how can the rider jump like this,228822,practice
like this,2372743,why does the man like this chair,1891468,looks like a toilet
like this,2394719,what happens in a room like this,1444672,cooking
like this,2368817,what is a pizza like this called,436382,cheese pizza
like this,2416676,who rides a motorcycle like this,944561,biker
like this,2357080,why is the woman posed like this,317987,she s about to hit a tennis ball
like this,2401855,why do the clouds look like this,1252349,rays of light poking through
like this,2405156,who would wear a shirt like this,1154459,a man
like this,2404298,why is the van painted like this,1301216,advertisement
like this,2361238,why is the kid standing like this,378640,he is playing a game
like this,2411115,what country has houses like this,167469,china
like this,2345034,who would use a vehicle like this,519556,tourists
like this,2397048,where can you see things like this,605828,museum
like this,2410755,when would people gather like this,1315302,for a party
like this,2405776,how did the plane end up like this,210176,crash
like this,2405462,why are the items placed like this,1160891,they are for sale
now,2390244,what is open now,1547712,library
now,2404447,who is at bat now,1304904,braun
now,2410476,who is now serving,172580,the person at the line
now,2395368,how is the jar now,1448036,empty
now,2380613,where are they now,555059,outside the building
now,2375670,who is now married,1950485,man and woman
now,2375219,who is batting now,1941750,number
now,2369226,what season is now,1818914,winter
now,2404301,who is smiling now,1301263,man on left
now,2412399,where is the tie now,157199,tree limb
now,2389111,where is the jet now,1541298,on the tarmac
now,2397510,who can go right now,1395117,the train
now,2359911,how is the truck now,1630819,stopped
now,2387708,where is the boat now,1342996,dry dock
now,2393123,where is the ball now,1437690,crossing the net
now,2360101,what is not awake now,1634839,the man
now,2405452,where is this guy now,1160615,in his room
now,2322815,where is the bear now,873830,in a zoo
now,2366664,how is the chicken now,822094,ready to eat
now,2384943,where is the plane now,231688,in the air
now,2406377,where is the truck now,1183242,in a field
now,2379314,where is she right now,492130,by the video game system
now,2383907,who is in the plane now,744295,no one
now,2319864,where are the bears now,897436,in the water
now,2364934,who has the frisbee now,1731596,black female
now,2361336,who is eating right now,442275,no one
now,2358847,what time of day is now,1609849,it is evening
now,2375022,who is shopping here now,239635,adults
now,2393121,where are the trains now,1437684,museum
now,2391230,where are the trains now,1428371,inside of a station
now,2397013,how is the baby right now,541960,sleeping
now,2396711,what are they now serving,670070,breakfast lunch and dinner
now,2366621,what does the sign now say,1765428,don t stop believing
now,2413923,where is the man right now,1016274,a formal event
now,2415215,what should traffic do now,1039758,go
now,2391719,where is start now written,1555567,on the screen
now,2416197,who has the ball right now,940725,pitcher
now,2412929,where is the man right now,1136484,in a room
now,2402472,where are they located now,537602,in vase
now,2366631,what do the donuts need now,1765683,they need to be frosted
now,2363197,where is the kite right now,1696359,in the sky
now,2413227,what color is the bench now,1143679,brown
now,2409143,what is the lady eating now,183246,dessert
now,2405479,what color is the light now,212555,red
now,2400310,where is the boat right now,1218749,in the ocean
now,2406378,where is the snowboarder now,1183249,in the snow
now,2416066,where is the train right now,939679,on a bridge
now,2328243,where is the train right now,276714,in the station
now,2398397,where is the train right now,1400411,coming around the corner
now,2404800,where is the plane now parked,1313054,on a runway
lie,2363724,what lie on the ground,1707432,tree trunks
lie,2412050,when will the cows lie down,159987,when they are tired and want to rest
lie,2359410,what season of lie to me is on the shelf,1620814,season
lie,2389115,why do people lie on the beach in the sun,1416741,tan
lie,2392320,what brand of cigarettes lie behind the plate,1558880,marlboro
type,2357285,what type toys,829593,stuffed bears
type,2374645,what type shop,815702,art pictures
type,2328385,what type boat,852711,a bass boat
type,2392210,what type of tv,1558303,flat screen
type,2391258,what type of tv,1361990,flat screen
type,2394768,what type of hat,607652,a cap
type,2360171,what type of bus,1636294,charter bus
type,2360145,what type of bag,1635715,a brown paper bag
type,2395041,what type of bin,1509069,trash
type,2395061,what type of bus,1382386,double decker
type,2395078,what type of sky,1509280,a clear sky
type,2394046,what type of bag,1567610,a bookbag
type,2395164,what type of van,1509787,camper
type,2359997,what type of rug,1632614,green rug
type,2395377,what type of box,1510970,cardboard
type,2370693,what type of toy,1847618,bear
type,2359833,what type of bus,1629252,very old
type,2370624,what type of toy,1846270,bear
type,2370624,what type of toy,1846271,bear
type,2408388,what type of cup,1058839,a styrofoam cup
type,2394691,what type of cat,1380189,tabby
type,2394596,what type of net,1506509,tennis
type,2394446,what type of bus,1505580,transit bus
type,2393530,what type of tie,1373779,bow tie
type,2371915,what type of bus,1873641,double decker
type,2367552,what type of bus,1783555,double decker
type,2367665,what type of cup,1785956,mug
type,2367665,what type of cup,1785955,mug
type,2367665,what type of cup,1785954,mug
type,2360611,what type of rug,1645317,blue rug
type,2370624,what type of toy,1846273,bear
type,2367791,what type of bus,1788545,double decker
type,2360531,what type of jam,1643665,strawberry jam
type,2394074,what type of sky,1503486,cloudless
type,2394200,what type of cap,1568452,ball
type,2367898,what type of ski,1790883,water
type,2360418,what type of sky,1641329,a gray and cloudy sky
type,2360417,what type of sky,1641326,blue and white sky
type,2360373,what type of can,1640365,can of diet soda
type,2393959,what type of cat,1440933,calico
type,2359756,what type of sky,1627574,cloudy
type,2359755,what type of sky,1627566,blue and white
type,2396121,what type of van,1579235,bakery
type,2359004,what type of car,1613148,train
type,2397262,what type of car,1584987,train
type,2397583,what type of car,1520936,train
type,2358717,what type of bus,1606780,transit
type,2368351,what type of hat,1800704,top hat
type,2358507,what type of jet,1602094,fighter
type,150335,what type of day,1000983,sunny
difference,2359605,what is the difference in kites,1624737,the colors
difference,2364381,what is the difference in bowls,1720797,size
difference,2393154,what is the difference in phones,1372174,colors
difference,2363629,what is the difference between the bears,1705442,pose
difference,2368885,what is the difference between the signs,820313,different parts of the street
difference,2411192,what is the difference of the horse face,1324455,color
difference,2404445,what is the difference in the bird s legs,1304853,one is raised one is down
difference,2401115,what is the difference between the glasses,1237015,one wine one beer
difference,2406070,what is the difference between sand colors,1175081,wet sand darker
difference,2408145,what is the difference between the toilets,1053470,the height
difference,2400972,what is the difference on the umbrella pole,1233684,color
difference,2360654,what is the difference in the two computers,1646235,flat screen
difference,2358688,what is the difference between the two people,1606181,woman has dark hair
difference,2366534,what is the difference between the two planes,1763570,one is smaller than the other
difference,2395007,what is the difference between the two trains,1446113,color
difference,2389060,what is the difference in computer and laptop,1349824,laptop easy carrying
difference,2364699,what is the difference between the two clocks,1726952,size
difference,2388508,what is the difference between the two animals,1414033,one is larger one is smaller
difference,2401903,what is the difference in the giraffe s patterns,218127,the one on the right is darker
difference,2413990,what is the difference between the two elephants,144469,their size
